카메라 번호,주소,상세 설명,측정 시작 시간,측정 종료 시간,카메라 통과 인원 (IN),카메라 통과 인원 (OUT),데이터입력시간
2,계동길 69,계동교회 앞,2020-03-09 2:50,2020-03-09 3:00,40,50,2020-03-09 3:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 2:50,2020-03-09 3:00,31,56,2020-03-09 3:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 2:50,2020-03-09 3:00,18,16,2020-03-09 3:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 2:50,2020-03-09 3:00,48,14,2020-03-09 3:00
2,계동길 69,계동교회 앞,2020-03-09 3:00,2020-03-09 3:10,41,50,2020-03-09 3:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:00,2020-03-09 3:10,31,56,2020-03-09 3:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:00,2020-03-09 3:10,18,22,2020-03-09 3:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:00,2020-03-09 3:10,49,19,2020-03-09 3:10
2,계동길 69,계동교회 앞,2020-03-09 3:10,2020-03-09 3:20,41,50,2020-03-09 3:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:10,2020-03-09 3:20,31,74,2020-03-09 3:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:10,2020-03-09 3:20,18,22,2020-03-09 3:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:10,2020-03-09 3:20,49,19,2020-03-09 3:20
2,계동길 69,계동교회 앞,2020-03-09 3:20,2020-03-09 3:30,43,50,2020-03-09 3:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:20,2020-03-09 3:30,31,74,2020-03-09 3:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:20,2020-03-09 3:30,19,25,2020-03-09 3:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:20,2020-03-09 3:30,56,19,2020-03-09 3:30
2,계동길 69,계동교회 앞,2020-03-09 3:30,2020-03-09 3:40,47,62,2020-03-09 3:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:30,2020-03-09 3:40,32,75,2020-03-09 3:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:30,2020-03-09 3:40,19,27,2020-03-09 3:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:30,2020-03-09 3:40,56,19,2020-03-09 3:40
2,계동길 69,계동교회 앞,2020-03-09 3:40,2020-03-09 3:50,48,63,2020-03-09 3:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:40,2020-03-09 3:50,41,81,2020-03-09 3:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:40,2020-03-09 3:50,19,27,2020-03-09 3:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:40,2020-03-09 3:50,56,19,2020-03-09 3:50
2,계동길 69,계동교회 앞,2020-03-09 3:50,2020-03-09 4:00,48,64,2020-03-09 4:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 3:50,2020-03-09 4:00,41,87,2020-03-09 4:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 3:50,2020-03-09 4:00,19,27,2020-03-09 4:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 3:50,2020-03-09 4:00,56,19,2020-03-09 4:00
2,계동길 69,계동교회 앞,2020-03-09 4:00,2020-03-09 4:10,48,70,2020-03-09 4:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:00,2020-03-09 4:10,41,87,2020-03-09 4:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:00,2020-03-09 4:10,19,27,2020-03-09 4:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:00,2020-03-09 4:10,56,19,2020-03-09 4:10
2,계동길 69,계동교회 앞,2020-03-09 4:10,2020-03-09 4:20,48,70,2020-03-09 4:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:10,2020-03-09 4:20,41,87,2020-03-09 4:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:10,2020-03-09 4:20,19,29,2020-03-09 4:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:10,2020-03-09 4:20,56,19,2020-03-09 4:20
2,계동길 69,계동교회 앞,2020-03-09 4:20,2020-03-09 4:30,48,72,2020-03-09 4:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:20,2020-03-09 4:30,19,29,2020-03-09 4:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:20,2020-03-09 4:30,46,88,2020-03-09 4:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:20,2020-03-09 4:30,69,20,2020-03-09 4:30
2,계동길 69,계동교회 앞,2020-03-09 4:30,2020-03-09 4:40,48,78,2020-03-09 4:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:30,2020-03-09 4:40,46,88,2020-03-09 4:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:30,2020-03-09 4:40,19,29,2020-03-09 4:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:30,2020-03-09 4:40,95,37,2020-03-09 4:40
2,계동길 69,계동교회 앞,2020-03-09 4:40,2020-03-09 4:50,48,81,2020-03-09 4:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:40,2020-03-09 4:50,46,88,2020-03-09 4:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:40,2020-03-09 4:50,19,29,2020-03-09 4:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:40,2020-03-09 4:50,95,37,2020-03-09 4:50
2,계동길 69,계동교회 앞,2020-03-09 4:50,2020-03-09 5:00,48,81,2020-03-09 5:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 4:50,2020-03-09 5:00,54,91,2020-03-09 5:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 4:50,2020-03-09 5:00,19,29,2020-03-09 5:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 4:50,2020-03-09 5:00,95,37,2020-03-09 5:00
2,계동길 69,계동교회 앞,2020-03-09 5:00,2020-03-09 5:10,48,91,2020-03-09 5:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:00,2020-03-09 5:10,54,97,2020-03-09 5:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:00,2020-03-09 5:10,22,39,2020-03-09 5:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:00,2020-03-09 5:10,112,46,2020-03-09 5:10
2,계동길 69,계동교회 앞,2020-03-09 5:10,2020-03-09 5:20,50,96,2020-03-09 5:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:10,2020-03-09 5:20,56,111,2020-03-09 5:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:10,2020-03-09 5:20,41,47,2020-03-09 5:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:10,2020-03-09 5:20,117,47,2020-03-09 5:20
2,계동길 69,계동교회 앞,2020-03-09 5:20,2020-03-09 5:30,51,104,2020-03-09 5:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:20,2020-03-09 5:30,58,111,2020-03-09 5:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:20,2020-03-09 5:30,42,52,2020-03-09 5:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:20,2020-03-09 5:30,117,47,2020-03-09 5:30
2,계동길 69,계동교회 앞,2020-03-09 5:30,2020-03-09 5:40,51,112,2020-03-09 5:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:30,2020-03-09 5:40,60,126,2020-03-09 5:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:30,2020-03-09 5:40,57,52,2020-03-09 5:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:30,2020-03-09 5:40,123,50,2020-03-09 5:40
2,계동길 69,계동교회 앞,2020-03-09 5:40,2020-03-09 5:50,52,116,2020-03-09 5:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:40,2020-03-09 5:50,62,150,2020-03-09 5:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:40,2020-03-09 5:50,67,57,2020-03-09 5:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:40,2020-03-09 5:50,123,50,2020-03-09 5:50
2,계동길 69,계동교회 앞,2020-03-09 5:50,2020-03-09 6:00,55,118,2020-03-09 6:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 5:50,2020-03-09 6:00,69,164,2020-03-09 6:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 5:50,2020-03-09 6:00,69,61,2020-03-09 6:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 5:50,2020-03-09 6:00,123,50,2020-03-09 6:00
2,계동길 69,계동교회 앞,2020-03-09 6:00,2020-03-09 6:10,55,130,2020-03-09 6:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:00,2020-03-09 6:10,70,173,2020-03-09 6:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:00,2020-03-09 6:10,69,63,2020-03-09 6:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:00,2020-03-09 6:10,137,52,2020-03-09 6:10
2,계동길 69,계동교회 앞,2020-03-09 6:10,2020-03-09 6:20,55,133,2020-03-09 6:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:10,2020-03-09 6:20,72,175,2020-03-09 6:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:10,2020-03-09 6:20,71,65,2020-03-09 6:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:10,2020-03-09 6:20,139,52,2020-03-09 6:20
2,계동길 69,계동교회 앞,2020-03-09 6:20,2020-03-09 6:30,56,138,2020-03-09 6:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:20,2020-03-09 6:30,72,175,2020-03-09 6:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:20,2020-03-09 6:30,71,65,2020-03-09 6:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:20,2020-03-09 6:30,140,52,2020-03-09 6:30
2,계동길 69,계동교회 앞,2020-03-09 6:30,2020-03-09 6:40,59,148,2020-03-09 6:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:30,2020-03-09 6:40,78,175,2020-03-09 6:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:30,2020-03-09 6:40,71,69,2020-03-09 6:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:30,2020-03-09 6:40,148,55,2020-03-09 6:40
2,계동길 69,계동교회 앞,2020-03-09 6:40,2020-03-09 6:50,62,167,2020-03-09 6:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:40,2020-03-09 6:50,86,177,2020-03-09 6:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:40,2020-03-09 6:50,74,83,2020-03-09 6:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:40,2020-03-09 6:50,152,57,2020-03-09 6:50
2,계동길 69,계동교회 앞,2020-03-09 6:50,2020-03-09 7:00,74,186,2020-03-09 7:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 6:50,2020-03-09 7:00,94,181,2020-03-09 7:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 6:50,2020-03-09 7:00,82,94,2020-03-09 7:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 6:50,2020-03-09 7:00,166,64,2020-03-09 7:00
2,계동길 69,계동교회 앞,2020-03-09 7:00,2020-03-09 7:10,116,235,2020-03-09 7:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:00,2020-03-09 7:10,87,100,2020-03-09 7:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:00,2020-03-09 7:10,105,196,2020-03-09 7:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:00,2020-03-09 7:10,192,81,2020-03-09 7:10
2,계동길 69,계동교회 앞,2020-03-09 7:10,2020-03-09 7:20,162,298,2020-03-09 7:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:10,2020-03-09 7:20,110,213,2020-03-09 7:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:10,2020-03-09 7:20,89,102,2020-03-09 7:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:10,2020-03-09 7:20,220,99,2020-03-09 7:20
2,계동길 69,계동교회 앞,2020-03-09 7:20,2020-03-09 7:30,267,385,2020-03-09 7:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:20,2020-03-09 7:30,112,229,2020-03-09 7:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:20,2020-03-09 7:30,98,109,2020-03-09 7:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:20,2020-03-09 7:30,254,116,2020-03-09 7:30
2,계동길 69,계동교회 앞,2020-03-09 7:30,2020-03-09 7:40,322,481,2020-03-09 7:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:30,2020-03-09 7:40,132,245,2020-03-09 7:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:30,2020-03-09 7:40,114,136,2020-03-09 7:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:30,2020-03-09 7:40,272,122,2020-03-09 7:40
2,계동길 69,계동교회 앞,2020-03-09 7:40,2020-03-09 7:50,424,563,2020-03-09 7:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:40,2020-03-09 7:50,135,253,2020-03-09 7:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:40,2020-03-09 7:50,124,161,2020-03-09 7:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:40,2020-03-09 7:50,277,127,2020-03-09 7:50
2,계동길 69,계동교회 앞,2020-03-09 7:50,2020-03-09 8:00,479,626,2020-03-09 8:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 7:50,2020-03-09 8:00,139,269,2020-03-09 8:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 7:50,2020-03-09 8:00,124,165,2020-03-09 8:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 7:50,2020-03-09 8:00,301,139,2020-03-09 8:00
2,계동길 69,계동교회 앞,2020-03-09 8:00,2020-03-09 8:10,542,669,2020-03-09 8:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:00,2020-03-09 8:10,155,274,2020-03-09 8:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:00,2020-03-09 8:10,130,171,2020-03-09 8:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:00,2020-03-09 8:10,331,151,2020-03-09 8:10
2,계동길 69,계동교회 앞,2020-03-09 8:10,2020-03-09 8:20,641,784,2020-03-09 8:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:10,2020-03-09 8:20,155,293,2020-03-09 8:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:10,2020-03-09 8:20,146,175,2020-03-09 8:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:10,2020-03-09 8:20,363,163,2020-03-09 8:20
2,계동길 69,계동교회 앞,2020-03-09 8:20,2020-03-09 8:30,700,877,2020-03-09 8:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:20,2020-03-09 8:30,171,304,2020-03-09 8:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:20,2020-03-09 8:30,153,191,2020-03-09 8:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:20,2020-03-09 8:30,403,168,2020-03-09 8:30
2,계동길 69,계동교회 앞,2020-03-09 8:30,2020-03-09 8:40,777,977,2020-03-09 8:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:30,2020-03-09 8:40,184,322,2020-03-09 8:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:30,2020-03-09 8:40,155,226,2020-03-09 8:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:30,2020-03-09 8:40,440,187,2020-03-09 8:40
2,계동길 69,계동교회 앞,2020-03-09 8:40,2020-03-09 8:50,838,1063,2020-03-09 8:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:40,2020-03-09 8:50,189,350,2020-03-09 8:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:40,2020-03-09 8:50,164,245,2020-03-09 8:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:40,2020-03-09 8:50,481,191,2020-03-09 8:50
2,계동길 69,계동교회 앞,2020-03-09 8:50,2020-03-09 9:00,894,1146,2020-03-09 9:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 8:50,2020-03-09 9:00,195,362,2020-03-09 9:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 8:50,2020-03-09 9:00,166,267,2020-03-09 9:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 8:50,2020-03-09 9:00,507,201,2020-03-09 9:00
2,계동길 69,계동교회 앞,2020-03-09 9:00,2020-03-09 9:10,962,1230,2020-03-09 9:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:00,2020-03-09 9:10,206,402,2020-03-09 9:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:00,2020-03-09 9:10,169,278,2020-03-09 9:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:00,2020-03-09 9:10,532,209,2020-03-09 9:10
2,계동길 69,계동교회 앞,2020-03-09 9:10,2020-03-09 9:20,1045,1354,2020-03-09 9:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:10,2020-03-09 9:20,218,430,2020-03-09 9:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:10,2020-03-09 9:20,173,291,2020-03-09 9:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:10,2020-03-09 9:20,560,218,2020-03-09 9:20
2,계동길 69,계동교회 앞,2020-03-09 9:20,2020-03-09 9:30,1165,1457,2020-03-09 9:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:20,2020-03-09 9:30,236,440,2020-03-09 9:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:20,2020-03-09 9:30,182,307,2020-03-09 9:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:20,2020-03-09 9:30,592,228,2020-03-09 9:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:30,2020-03-09 9:40,242,453,2020-03-09 9:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:30,2020-03-09 9:40,186,323,2020-03-09 9:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:30,2020-03-09 9:40,625,239,2020-03-09 9:40
2,계동길 69,계동교회 앞,2020-03-09 9:30,2020-03-09 9:40,1230,1543,2020-03-09 9:40
2,계동길 69,계동교회 앞,2020-03-09 9:40,2020-03-09 9:50,1285,1600,2020-03-09 9:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:40,2020-03-09 9:50,249,465,2020-03-09 9:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:40,2020-03-09 9:50,191,335,2020-03-09 9:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:40,2020-03-09 9:50,659,252,2020-03-09 9:50
2,계동길 69,계동교회 앞,2020-03-09 9:50,2020-03-09 10:00,1352,1669,2020-03-09 10:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 9:50,2020-03-09 10:00,265,497,2020-03-09 10:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 9:50,2020-03-09 10:00,207,356,2020-03-09 10:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 9:50,2020-03-09 10:00,693,262,2020-03-09 10:00
2,계동길 69,계동교회 앞,2020-03-09 10:00,2020-03-09 10:10,1407,1740,2020-03-09 10:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:00,2020-03-09 10:10,284,523,2020-03-09 10:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:00,2020-03-09 10:10,221,373,2020-03-09 10:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:00,2020-03-09 10:10,726,278,2020-03-09 10:10
2,계동길 69,계동교회 앞,2020-03-09 10:10,2020-03-09 10:20,1500,1819,2020-03-09 10:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:10,2020-03-09 10:20,302,542,2020-03-09 10:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:10,2020-03-09 10:20,242,396,2020-03-09 10:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:10,2020-03-09 10:20,746,280,2020-03-09 10:20
2,계동길 69,계동교회 앞,2020-03-09 10:20,2020-03-09 10:30,1587,1921,2020-03-09 10:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:20,2020-03-09 10:30,321,551,2020-03-09 10:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:20,2020-03-09 10:30,259,410,2020-03-09 10:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:20,2020-03-09 10:30,779,287,2020-03-09 10:30
2,계동길 69,계동교회 앞,2020-03-09 10:30,2020-03-09 10:40,1679,2052,2020-03-09 10:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:30,2020-03-09 10:40,332,557,2020-03-09 10:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:30,2020-03-09 10:40,270,418,2020-03-09 10:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:30,2020-03-09 10:40,793,291,2020-03-09 10:40
2,계동길 69,계동교회 앞,2020-03-09 10:40,2020-03-09 10:50,1742,2131,2020-03-09 10:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:40,2020-03-09 10:50,361,592,2020-03-09 10:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:40,2020-03-09 10:50,300,426,2020-03-09 10:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:40,2020-03-09 10:50,811,301,2020-03-09 10:50
2,계동길 69,계동교회 앞,2020-03-09 10:50,2020-03-09 11:00,1842,2266,2020-03-09 11:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 10:50,2020-03-09 11:00,376,610,2020-03-09 11:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 10:50,2020-03-09 11:00,315,432,2020-03-09 11:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 10:50,2020-03-09 11:00,867,322,2020-03-09 11:00
2,계동길 69,계동교회 앞,2020-03-09 11:00,2020-03-09 11:10,1921,2409,2020-03-09 11:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:00,2020-03-09 11:10,385,632,2020-03-09 11:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:00,2020-03-09 11:10,330,450,2020-03-09 11:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:00,2020-03-09 11:10,891,331,2020-03-09 11:10
2,계동길 69,계동교회 앞,2020-03-09 11:10,2020-03-09 11:20,2011,2506,2020-03-09 11:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:10,2020-03-09 11:20,409,671,2020-03-09 11:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:10,2020-03-09 11:20,344,459,2020-03-09 11:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:10,2020-03-09 11:20,921,339,2020-03-09 11:20
2,계동길 69,계동교회 앞,2020-03-09 11:20,2020-03-09 11:30,2080,2620,2020-03-09 11:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:20,2020-03-09 11:30,422,692,2020-03-09 11:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:20,2020-03-09 11:30,360,473,2020-03-09 11:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:20,2020-03-09 11:30,940,347,2020-03-09 11:30
2,계동길 69,계동교회 앞,2020-03-09 11:30,2020-03-09 11:40,2155,2745,2020-03-09 11:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:30,2020-03-09 11:40,446,713,2020-03-09 11:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:30,2020-03-09 11:40,373,501,2020-03-09 11:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:30,2020-03-09 11:40,978,358,2020-03-09 11:40
2,계동길 69,계동교회 앞,2020-03-09 11:40,2020-03-09 11:50,2236,2861,2020-03-09 11:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:40,2020-03-09 11:50,487,750,2020-03-09 11:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:40,2020-03-09 11:50,397,521,2020-03-09 11:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:40,2020-03-09 11:50,1042,376,2020-03-09 11:50
2,계동길 69,계동교회 앞,2020-03-09 11:50,2020-03-09 12:00,2354,3016,2020-03-09 12:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 11:50,2020-03-09 12:00,516,762,2020-03-09 12:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 11:50,2020-03-09 12:00,412,543,2020-03-09 12:00
1,율곡로3길 50,덕성여고 앞,2020-03-09 11:50,2020-03-09 12:00,1125,387,2020-03-09 12:00
2,계동길 69,계동교회 앞,2020-03-09 12:00,2020-03-09 12:10,2501,3158,2020-03-09 12:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:00,2020-03-09 12:10,544,796,2020-03-09 12:10
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:00,2020-03-09 12:10,436,555,2020-03-09 12:10
1,율곡로3길 50,덕성여고 앞,2020-03-09 12:00,2020-03-09 12:10,1218,402,2020-03-09 12:10
2,계동길 69,계동교회 앞,2020-03-09 12:10,2020-03-09 12:20,2643,3301,2020-03-09 12:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:10,2020-03-09 12:20,588,827,2020-03-09 12:20
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:10,2020-03-09 12:20,449,570,2020-03-09 12:20
1,율곡로3길 50,덕성여고 앞,2020-03-09 12:10,2020-03-09 12:20,1268,437,2020-03-09 12:20
2,계동길 69,계동교회 앞,2020-03-09 12:20,2020-03-09 12:30,2801,3436,2020-03-09 12:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:20,2020-03-09 12:30,625,882,2020-03-09 12:30
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:20,2020-03-09 12:30,471,581,2020-03-09 12:30
1,율곡로3길 50,덕성여고 앞,2020-03-09 12:20,2020-03-09 12:30,1411,497,2020-03-09 12:30
2,계동길 69,계동교회 앞,2020-03-09 12:30,2020-03-09 12:40,2959,3607,2020-03-09 12:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:30,2020-03-09 12:40,671,903,2020-03-09 12:40
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:30,2020-03-09 12:40,498,600,2020-03-09 12:40
1,율곡로3길 50,덕성여고 앞,2020-03-09 12:30,2020-03-09 12:40,1524,578,2020-03-09 12:40
2,계동길 69,계동교회 앞,2020-03-09 12:40,2020-03-09 12:50,3152,3774,2020-03-09 12:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:40,2020-03-09 12:50,732,971,2020-03-09 12:50
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:40,2020-03-09 12:50,516,615,2020-03-09 12:50
1,율곡로3길 50,덕성여고 앞,2020-03-09 12:40,2020-03-09 12:50,1633,684,2020-03-09 12:50
2,계동길 69,계동교회 앞,2020-03-09 12:50,2020-03-09 13:00,3309,3977,2020-03-09 13:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-03-09 12:50,2020-03-09 13:00,770,1035,2020-03-09 13:00
3,북촌로11길 1,돈미약국 앞,2020-03-09 12:50,2020-03-09 13:00,545,637,2020-03-09 13:00
