카메라 번호,주소,상세 설명,측정 시작 시간,측정 종료 시간,카메라 통과 인원 (IN),카메라 통과 인원 (OUT),데이터입력시간
1,율곡로3길 50,덕성여고 앞,2020-04-24 13:20,2020-04-24 13:30,2990,1520,2020-04-24 13:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 13:20,2020-04-24 13:30,1220,1417,2020-04-24 13:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 13:30,2020-04-24 13:40,788,870,2020-04-24 13:40
2,계동길 69,계동교회 앞,2020-04-24 13:30,2020-04-24 13:40,3912,4329,2020-04-24 13:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 13:30,2020-04-24 13:40,3119,1637,2020-04-24 13:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 13:30,2020-04-24 13:40,1287,1477,2020-04-24 13:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 13:40,2020-04-24 13:50,813,899,2020-04-24 13:50
2,계동길 69,계동교회 앞,2020-04-24 13:40,2020-04-24 13:50,4017,4405,2020-04-24 13:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 13:40,2020-04-24 13:50,3215,1712,2020-04-24 13:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 13:40,2020-04-24 13:50,1343,1540,2020-04-24 13:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 13:50,2020-04-24 14:00,840,910,2020-04-24 14:00
2,계동길 69,계동교회 앞,2020-04-24 13:50,2020-04-24 14:00,4086,4520,2020-04-24 14:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 13:50,2020-04-24 14:00,3302,1800,2020-04-24 14:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 13:50,2020-04-24 14:00,1386,1584,2020-04-24 14:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:00,2020-04-24 14:10,872,933,2020-04-24 14:10
2,계동길 69,계동교회 앞,2020-04-24 14:00,2020-04-24 14:10,4169,4682,2020-04-24 14:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:00,2020-04-24 14:10,3382,1889,2020-04-24 14:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:00,2020-04-24 14:10,1428,1644,2020-04-24 14:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:10,2020-04-24 14:20,1478,1701,2020-04-24 14:20
2,계동길 69,계동교회 앞,2020-04-24 14:10,2020-04-24 14:20,4245,4785,2020-04-24 14:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:10,2020-04-24 14:20,903,960,2020-04-24 14:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:10,2020-04-24 14:20,3523,2001,2020-04-24 14:20
2,계동길 69,계동교회 앞,2020-04-24 14:20,2020-04-24 14:30,4308,4860,2020-04-24 14:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:20,2020-04-24 14:30,944,969,2020-04-24 14:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:20,2020-04-24 14:30,3650,2122,2020-04-24 14:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:20,2020-04-24 14:30,1506,1754,2020-04-24 14:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:30,2020-04-24 14:40,1540,1806,2020-04-24 14:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:30,2020-04-24 14:40,961,1001,2020-04-24 14:40
2,계동길 69,계동교회 앞,2020-04-24 14:30,2020-04-24 14:40,4383,4952,2020-04-24 14:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:30,2020-04-24 14:40,3772,2231,2020-04-24 14:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:40,2020-04-24 14:50,1596,1861,2020-04-24 14:50
2,계동길 69,계동교회 앞,2020-04-24 14:40,2020-04-24 14:50,4460,5089,2020-04-24 14:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:40,2020-04-24 14:50,985,1026,2020-04-24 14:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:40,2020-04-24 14:50,3941,2377,2020-04-24 14:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 14:50,2020-04-24 15:00,999,1052,2020-04-24 15:00
2,계동길 69,계동교회 앞,2020-04-24 14:50,2020-04-24 15:00,4552,5183,2020-04-24 15:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 14:50,2020-04-24 15:00,4071,2515,2020-04-24 15:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 14:50,2020-04-24 15:00,1625,1927,2020-04-24 15:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:00,2020-04-24 15:10,4248,2699,2020-04-24 15:10
2,계동길 69,계동교회 앞,2020-04-24 15:00,2020-04-24 15:10,4627,5266,2020-04-24 15:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:00,2020-04-24 15:10,1026,1079,2020-04-24 15:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:00,2020-04-24 15:10,1684,1989,2020-04-24 15:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:10,2020-04-24 15:20,1722,2035,2020-04-24 15:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:10,2020-04-24 15:20,1088,1095,2020-04-24 15:20
2,계동길 69,계동교회 앞,2020-04-24 15:10,2020-04-24 15:20,4734,5365,2020-04-24 15:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:10,2020-04-24 15:20,4433,2828,2020-04-24 15:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:20,2020-04-24 15:30,1741,2076,2020-04-24 15:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:20,2020-04-24 15:30,1114,1132,2020-04-24 15:30
2,계동길 69,계동교회 앞,2020-04-24 15:20,2020-04-24 15:30,4824,5474,2020-04-24 15:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:20,2020-04-24 15:30,4649,2993,2020-04-24 15:30
2,계동길 69,계동교회 앞,2020-04-24 15:30,2020-04-24 15:40,4907,5575,2020-04-24 15:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:30,2020-04-24 15:40,1154,1153,2020-04-24 15:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:30,2020-04-24 15:40,4805,3157,2020-04-24 15:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:30,2020-04-24 15:40,1772,2111,2020-04-24 15:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:40,2020-04-24 15:50,1187,1183,2020-04-24 15:50
2,계동길 69,계동교회 앞,2020-04-24 15:40,2020-04-24 15:50,4949,5662,2020-04-24 15:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:40,2020-04-24 15:50,4969,3315,2020-04-24 15:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:40,2020-04-24 15:50,1812,2166,2020-04-24 15:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 15:50,2020-04-24 16:00,1221,1219,2020-04-24 16:00
2,계동길 69,계동교회 앞,2020-04-24 15:50,2020-04-24 16:00,5007,5750,2020-04-24 16:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 15:50,2020-04-24 16:00,1858,2201,2020-04-24 16:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 15:50,2020-04-24 16:00,5152,3458,2020-04-24 16:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:00,2020-04-24 16:10,1281,1256,2020-04-24 16:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:00,2020-04-24 16:10,5324,3596,2020-04-24 16:10
2,계동길 69,계동교회 앞,2020-04-24 16:00,2020-04-24 16:10,5057,5828,2020-04-24 16:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:00,2020-04-24 16:10,1906,2272,2020-04-24 16:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:10,2020-04-24 16:20,1313,1274,2020-04-24 16:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:10,2020-04-24 16:20,5512,3752,2020-04-24 16:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:10,2020-04-24 16:20,1956,2321,2020-04-24 16:20
2,계동길 69,계동교회 앞,2020-04-24 16:10,2020-04-24 16:20,5135,5909,2020-04-24 16:20
2,계동길 69,계동교회 앞,2020-04-24 16:20,2020-04-24 16:30,5186,6018,2020-04-24 16:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:20,2020-04-24 16:30,1987,2359,2020-04-24 16:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:20,2020-04-24 16:30,5735,3887,2020-04-24 16:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:20,2020-04-24 16:30,1341,1303,2020-04-24 16:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:30,2020-04-24 16:40,1367,1347,2020-04-24 16:40
2,계동길 69,계동교회 앞,2020-04-24 16:30,2020-04-24 16:40,5232,6105,2020-04-24 16:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:30,2020-04-24 16:40,5918,4041,2020-04-24 16:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:30,2020-04-24 16:40,2010,2386,2020-04-24 16:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:40,2020-04-24 16:50,1414,1386,2020-04-24 16:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:40,2020-04-24 16:50,6038,4150,2020-04-24 16:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:40,2020-04-24 16:50,2056,2427,2020-04-24 16:50
2,계동길 69,계동교회 앞,2020-04-24 16:40,2020-04-24 16:50,5279,6192,2020-04-24 16:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 16:50,2020-04-24 17:00,1454,1440,2020-04-24 17:00
2,계동길 69,계동교회 앞,2020-04-24 16:50,2020-04-24 17:00,5325,6274,2020-04-24 17:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 16:50,2020-04-24 17:00,6149,4227,2020-04-24 17:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 16:50,2020-04-24 17:00,2092,2461,2020-04-24 17:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:00,2020-04-24 17:10,1498,1469,2020-04-24 17:10
2,계동길 69,계동교회 앞,2020-04-24 17:00,2020-04-24 17:10,5374,6342,2020-04-24 17:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:00,2020-04-24 17:10,6242,4314,2020-04-24 17:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:00,2020-04-24 17:10,2116,2510,2020-04-24 17:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:10,2020-04-24 17:20,1546,1513,2020-04-24 17:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:10,2020-04-24 17:20,2168,2553,2020-04-24 17:20
2,계동길 69,계동교회 앞,2020-04-24 17:10,2020-04-24 17:20,5417,6434,2020-04-24 17:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:10,2020-04-24 17:20,6352,4367,2020-04-24 17:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:20,2020-04-24 17:30,1600,1563,2020-04-24 17:30
2,계동길 69,계동교회 앞,2020-04-24 17:20,2020-04-24 17:30,5521,6500,2020-04-24 17:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:20,2020-04-24 17:30,2191,2601,2020-04-24 17:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:20,2020-04-24 17:30,6394,4440,2020-04-24 17:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:30,2020-04-24 17:40,1639,1597,2020-04-24 17:40
2,계동길 69,계동교회 앞,2020-04-24 17:30,2020-04-24 17:40,5593,6611,2020-04-24 17:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:30,2020-04-24 17:40,6458,4497,2020-04-24 17:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:30,2020-04-24 17:40,2237,2642,2020-04-24 17:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:40,2020-04-24 17:50,1678,1636,2020-04-24 17:50
2,계동길 69,계동교회 앞,2020-04-24 17:40,2020-04-24 17:50,5634,6669,2020-04-24 17:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:40,2020-04-24 17:50,6529,4533,2020-04-24 17:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:40,2020-04-24 17:50,2286,2712,2020-04-24 17:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 17:50,2020-04-24 18:00,1749,1690,2020-04-24 18:00
2,계동길 69,계동교회 앞,2020-04-24 17:50,2020-04-24 18:00,5698,6736,2020-04-24 18:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 17:50,2020-04-24 18:00,6621,4595,2020-04-24 18:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 17:50,2020-04-24 18:00,2329,2755,2020-04-24 18:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:00,2020-04-24 18:10,1792,1746,2020-04-24 18:10
2,계동길 69,계동교회 앞,2020-04-24 18:00,2020-04-24 18:10,5748,6794,2020-04-24 18:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:00,2020-04-24 18:10,6740,4652,2020-04-24 18:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:00,2020-04-24 18:10,2352,2793,2020-04-24 18:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:10,2020-04-24 18:20,1814,1763,2020-04-24 18:20
2,계동길 69,계동교회 앞,2020-04-24 18:10,2020-04-24 18:20,5787,6884,2020-04-24 18:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:10,2020-04-24 18:20,6815,4698,2020-04-24 18:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:10,2020-04-24 18:20,2391,2848,2020-04-24 18:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:20,2020-04-24 18:30,1831,1783,2020-04-24 18:30
2,계동길 69,계동교회 앞,2020-04-24 18:20,2020-04-24 18:30,5858,6962,2020-04-24 18:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:20,2020-04-24 18:30,6889,4739,2020-04-24 18:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:20,2020-04-24 18:30,2423,2868,2020-04-24 18:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:30,2020-04-24 18:40,1859,1809,2020-04-24 18:40
2,계동길 69,계동교회 앞,2020-04-24 18:30,2020-04-24 18:40,5923,7035,2020-04-24 18:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:30,2020-04-24 18:40,6957,4854,2020-04-24 18:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:30,2020-04-24 18:40,2459,2901,2020-04-24 18:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:40,2020-04-24 18:50,1899,1834,2020-04-24 18:50
2,계동길 69,계동교회 앞,2020-04-24 18:40,2020-04-24 18:50,6012,7111,2020-04-24 18:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:40,2020-04-24 18:50,7065,4935,2020-04-24 18:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:40,2020-04-24 18:50,2500,2946,2020-04-24 18:50
2,계동길 69,계동교회 앞,2020-04-24 18:50,2020-04-24 19:00,6074,7171,2020-04-24 19:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 18:50,2020-04-24 19:00,7122,4981,2020-04-24 19:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 18:50,2020-04-24 19:00,2560,2998,2020-04-24 19:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 18:50,2020-04-24 19:00,1922,1855,2020-04-24 19:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:00,2020-04-24 19:10,1942,1874,2020-04-24 19:10
2,계동길 69,계동교회 앞,2020-04-24 19:00,2020-04-24 19:10,6157,7218,2020-04-24 19:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:00,2020-04-24 19:10,7220,5024,2020-04-24 19:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:00,2020-04-24 19:10,2594,3042,2020-04-24 19:10
2,계동길 69,계동교회 앞,2020-04-24 19:10,2020-04-24 19:20,6246,7301,2020-04-24 19:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:10,2020-04-24 19:20,2632,3074,2020-04-24 19:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:10,2020-04-24 19:20,7306,5067,2020-04-24 19:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:10,2020-04-24 19:20,1963,1883,2020-04-24 19:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:20,2020-04-24 19:30,1986,1898,2020-04-24 19:30
2,계동길 69,계동교회 앞,2020-04-24 19:20,2020-04-24 19:30,6292,7350,2020-04-24 19:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:20,2020-04-24 19:30,7382,5112,2020-04-24 19:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:20,2020-04-24 19:30,2676,3119,2020-04-24 19:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:30,2020-04-24 19:40,1999,1908,2020-04-24 19:40
2,계동길 69,계동교회 앞,2020-04-24 19:30,2020-04-24 19:40,6334,7429,2020-04-24 19:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:30,2020-04-24 19:40,7467,5150,2020-04-24 19:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:30,2020-04-24 19:40,2700,3139,2020-04-24 19:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:40,2020-04-24 19:50,2010,1932,2020-04-24 19:50
2,계동길 69,계동교회 앞,2020-04-24 19:40,2020-04-24 19:50,6366,7471,2020-04-24 19:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:40,2020-04-24 19:50,7533,5203,2020-04-24 19:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:40,2020-04-24 19:50,2757,3186,2020-04-24 19:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 19:50,2020-04-24 20:00,2023,1936,2020-04-24 20:00
2,계동길 69,계동교회 앞,2020-04-24 19:50,2020-04-24 20:00,6393,7527,2020-04-24 20:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 19:50,2020-04-24 20:00,7615,5271,2020-04-24 20:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 19:50,2020-04-24 20:00,2785,3211,2020-04-24 20:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:00,2020-04-24 20:10,2037,1940,2020-04-24 20:10
2,계동길 69,계동교회 앞,2020-04-24 20:00,2020-04-24 20:10,6414,7568,2020-04-24 20:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:00,2020-04-24 20:10,7669,5324,2020-04-24 20:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:00,2020-04-24 20:10,2808,3236,2020-04-24 20:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:10,2020-04-24 20:20,2050,1945,2020-04-24 20:20
2,계동길 69,계동교회 앞,2020-04-24 20:10,2020-04-24 20:20,6443,7648,2020-04-24 20:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:10,2020-04-24 20:20,7748,5375,2020-04-24 20:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:10,2020-04-24 20:20,2855,3272,2020-04-24 20:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:20,2020-04-24 20:30,2061,1970,2020-04-24 20:30
2,계동길 69,계동교회 앞,2020-04-24 20:20,2020-04-24 20:30,6469,7688,2020-04-24 20:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:20,2020-04-24 20:30,7801,5420,2020-04-24 20:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:20,2020-04-24 20:30,2867,3282,2020-04-24 20:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:30,2020-04-24 20:40,2069,1979,2020-04-24 20:40
2,계동길 69,계동교회 앞,2020-04-24 20:30,2020-04-24 20:40,6485,7698,2020-04-24 20:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:30,2020-04-24 20:40,7842,5447,2020-04-24 20:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:30,2020-04-24 20:40,2885,3302,2020-04-24 20:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:40,2020-04-24 20:50,2082,1983,2020-04-24 20:50
2,계동길 69,계동교회 앞,2020-04-24 20:40,2020-04-24 20:50,6497,7728,2020-04-24 20:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:40,2020-04-24 20:50,7846,5483,2020-04-24 20:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:40,2020-04-24 20:50,2900,3313,2020-04-24 20:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 20:50,2020-04-24 21:00,2103,1994,2020-04-24 21:00
2,계동길 69,계동교회 앞,2020-04-24 20:50,2020-04-24 21:00,6513,7762,2020-04-24 21:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 20:50,2020-04-24 21:00,7923,5526,2020-04-24 21:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 20:50,2020-04-24 21:00,2916,3333,2020-04-24 21:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:00,2020-04-24 21:10,2120,2007,2020-04-24 21:10
2,계동길 69,계동교회 앞,2020-04-24 21:00,2020-04-24 21:10,6522,7773,2020-04-24 21:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:00,2020-04-24 21:10,7943,5566,2020-04-24 21:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:00,2020-04-24 21:10,2940,3375,2020-04-24 21:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:10,2020-04-24 21:20,2122,2010,2020-04-24 21:20
2,계동길 69,계동교회 앞,2020-04-24 21:10,2020-04-24 21:20,6530,7791,2020-04-24 21:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:10,2020-04-24 21:20,7977,5599,2020-04-24 21:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:10,2020-04-24 21:20,2949,3390,2020-04-24 21:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:20,2020-04-24 21:30,2126,2012,2020-04-24 21:30
2,계동길 69,계동교회 앞,2020-04-24 21:20,2020-04-24 21:30,6542,7851,2020-04-24 21:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:20,2020-04-24 21:30,8029,5633,2020-04-24 21:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:20,2020-04-24 21:30,2969,3401,2020-04-24 21:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:30,2020-04-24 21:40,2140,2018,2020-04-24 21:40
2,계동길 69,계동교회 앞,2020-04-24 21:30,2020-04-24 21:40,6561,7872,2020-04-24 21:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:30,2020-04-24 21:40,8051,5676,2020-04-24 21:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:30,2020-04-24 21:40,2995,3420,2020-04-24 21:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:40,2020-04-24 21:50,2162,2031,2020-04-24 21:50
2,계동길 69,계동교회 앞,2020-04-24 21:40,2020-04-24 21:50,6572,7905,2020-04-24 21:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:40,2020-04-24 21:50,8066,5702,2020-04-24 21:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:40,2020-04-24 21:50,3007,3427,2020-04-24 21:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 21:50,2020-04-24 22:00,2170,2032,2020-04-24 22:00
2,계동길 69,계동교회 앞,2020-04-24 21:50,2020-04-24 22:00,6592,7917,2020-04-24 22:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 21:50,2020-04-24 22:00,8117,5738,2020-04-24 22:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 21:50,2020-04-24 22:00,3025,3436,2020-04-24 22:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:00,2020-04-24 22:10,2174,2037,2020-04-24 22:10
2,계동길 69,계동교회 앞,2020-04-24 22:00,2020-04-24 22:10,6606,7955,2020-04-24 22:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:00,2020-04-24 22:10,8169,5762,2020-04-24 22:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:00,2020-04-24 22:10,3040,3449,2020-04-24 22:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:10,2020-04-24 22:20,2178,2045,2020-04-24 22:20
2,계동길 69,계동교회 앞,2020-04-24 22:10,2020-04-24 22:20,6613,7991,2020-04-24 22:20
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:10,2020-04-24 22:20,8187,5794,2020-04-24 22:20
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:10,2020-04-24 22:20,3047,3467,2020-04-24 22:20
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:20,2020-04-24 22:30,2185,2052,2020-04-24 22:30
2,계동길 69,계동교회 앞,2020-04-24 22:20,2020-04-24 22:30,6627,8025,2020-04-24 22:30
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:20,2020-04-24 22:30,8219,5828,2020-04-24 22:30
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:20,2020-04-24 22:30,3065,3470,2020-04-24 22:30
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:30,2020-04-24 22:40,2189,2059,2020-04-24 22:40
2,계동길 69,계동교회 앞,2020-04-24 22:30,2020-04-24 22:40,6630,8035,2020-04-24 22:40
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:30,2020-04-24 22:40,8236,5846,2020-04-24 22:40
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:30,2020-04-24 22:40,3074,3472,2020-04-24 22:40
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:40,2020-04-24 22:50,2199,2063,2020-04-24 22:50
2,계동길 69,계동교회 앞,2020-04-24 22:40,2020-04-24 22:50,6640,8063,2020-04-24 22:50
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:40,2020-04-24 22:50,8256,5854,2020-04-24 22:50
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:40,2020-04-24 22:50,3080,3486,2020-04-24 22:50
3,북촌로11길 1,돈미약국 앞,2020-04-24 22:50,2020-04-24 23:00,2218,2067,2020-04-24 23:00
2,계동길 69,계동교회 앞,2020-04-24 22:50,2020-04-24 23:00,6646,8064,2020-04-24 23:00
1,율곡로3길 50,덕성여고 앞,2020-04-24 22:50,2020-04-24 23:00,8267,5857,2020-04-24 23:00
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 22:50,2020-04-24 23:00,3101,3508,2020-04-24 23:00
3,북촌로11길 1,돈미약국 앞,2020-04-24 23:00,2020-04-24 23:10,2222,2073,2020-04-24 23:10
2,계동길 69,계동교회 앞,2020-04-24 23:00,2020-04-24 23:10,6653,8068,2020-04-24 23:10
1,율곡로3길 50,덕성여고 앞,2020-04-24 23:00,2020-04-24 23:10,8285,5868,2020-04-24 23:10
4,북촌로5가길 38,삼청파출소 사잇길,2020-04-24 23:00,2020-04-24 23:10,3106,3530,2020-04-24 23:10
3,북촌로11길 1,돈미약국 앞,2020-04-24 23:10,2020-04-24 23:20,2229,2075,2020-04-24 23:20
2,계동길 69,계동교회 앞,2020-04-24 23:10,2020-04-24 23:20,6659,8090,2020-04-24 23:20
