BASE_YEAR,BASE_MONTH,GU_DC,AGE_DC,MV_CNT
2020,5,연제구,70대,1680
2020,5,영도구,10대,1754
2020,5,영도구,20대,1494
2020,5,영도구,30대,1352
2020,5,영도구,40대,1677
2020,5,영도구,50대,2006
2020,5,영도구,60대,1683
2020,5,영도구,70대,1480
2020,5,중구,10대,801
2020,5,중구,20대,1104
2020,5,중구,30대,1182
2020,5,중구,40대,1314
2020,5,중구,50대,1515
2020,5,중구,60대,1167
2020,5,중구,70대,890
2020,5,해운대구,10대,5048
2020,5,해운대구,20대,3099
2020,5,해운대구,30대,3579
2020,5,해운대구,40대,4396
2020,5,해운대구,50대,4134
2020,5,해운대구,60대,2660
2020,5,해운대구,70대,2128
2020,6,강서구,10대,2491
2020,6,강서구,20대,1916
2020,6,강서구,30대,3829
2020,6,강서구,40대,3226
2020,6,강서구,50대,3054
2020,6,강서구,60대,1754
2020,6,강서구,70대,961
2020,6,금정구,10대,2562
2020,6,금정구,20대,2617
2020,6,금정구,30대,1856
2020,6,금정구,40대,2218
2020,6,금정구,50대,2645
2020,6,금정구,60대,1917
2020,6,금정구,70대,1471
2020,6,기장군,10대,7507
2020,6,기장군,20대,3319
2020,6,기장군,30대,6381
2020,6,기장군,40대,6007
2020,6,기장군,50대,5068
2020,6,기장군,60대,3563
2020,6,기장군,70대,2840
2020,6,남구,10대,3038
2020,6,남구,20대,2457
2020,6,남구,30대,2144
2020,6,남구,40대,2555
2020,6,남구,50대,2601
2020,6,남구,60대,1976
2020,6,남구,70대,1602
2020,6,동구,10대,1027
2020,6,동구,20대,971
2020,6,동구,30대,1181
2020,6,동구,40대,1355
2020,6,동구,50대,1588
2020,6,동구,60대,1292
2020,6,동구,70대,1093
2020,6,동래구,10대,3899
2020,6,동래구,20대,2587
2020,6,동래구,30대,2745
2020,6,동래구,40대,3375
2020,6,동래구,50대,3640
2020,6,동래구,60대,2644
2020,6,동래구,70대,1971
2020,6,부산진구,10대,3356
2020,6,부산진구,20대,3321
2020,6,부산진구,30대,2983
2020,6,부산진구,40대,3072
2020,6,부산진구,50대,3354
2020,6,부산진구,60대,2437
2020,6,부산진구,70대,1949
2020,6,북구,10대,4329
2020,6,북구,20대,3067
2020,6,북구,30대,2822
2020,6,북구,40대,3545
2020,6,북구,50대,4002
2020,6,북구,60대,2461
2020,6,북구,70대,1765
2020,6,사상구,10대,3429
2020,6,사상구,20대,3225
2020,6,사상구,30대,3015
2020,6,사상구,40대,3473
2020,6,사상구,50대,4212
2020,6,사상구,60대,2513
2020,6,사상구,70대,1571
2020,6,사하구,10대,3979
2020,6,사하구,20대,2743
2020,6,사하구,30대,2901
2020,6,사하구,40대,3288
2020,6,사하구,50대,3682
2020,6,사하구,60대,2471
2020,6,사하구,70대,1757
2020,6,서구,10대,1289
2020,6,서구,20대,1162
2020,6,서구,30대,1142
2020,6,서구,40대,1378
2020,6,서구,50대,1645
2020,6,서구,60대,1376
2020,6,서구,70대,1222
2020,6,수영구,10대,2770
2020,6,수영구,20대,2441
2020,6,수영구,30대,2626
2020,6,수영구,40대,2707
2020,6,수영구,50대,2977
2020,6,수영구,60대,2434
2020,6,수영구,70대,1905
2020,6,연제구,10대,3180
2020,6,연제구,20대,2214
2020,6,연제구,30대,2572
2020,6,연제구,40대,2979
2020,6,연제구,50대,3146
2020,6,연제구,60대,2277
2020,6,연제구,70대,1706
2020,6,영도구,10대,1740
2020,6,영도구,20대,1501
2020,6,영도구,30대,1342
2020,6,영도구,40대,1667
2020,6,영도구,50대,2009
2020,6,영도구,60대,1680
2020,6,영도구,70대,1495
2020,6,중구,10대,818
2020,6,중구,20대,1097
2020,6,중구,30대,1204
2020,6,중구,40대,1340
2020,6,중구,50대,1531
2020,6,중구,60대,1170
2020,6,중구,70대,893
2020,6,해운대구,10대,5017
2020,6,해운대구,20대,3108
2020,6,해운대구,30대,3588
2020,6,해운대구,40대,4372
2020,6,해운대구,50대,4109
2020,6,해운대구,60대,2654
2020,6,해운대구,70대,2129
2020,7,강서구,10대,2507
2020,7,강서구,20대,1977
2020,7,강서구,30대,3811
2020,7,강서구,40대,3198
2020,7,강서구,50대,3012
2020,7,강서구,60대,1705
2020,7,강서구,70대,947
2020,7,금정구,10대,2491
2020,7,금정구,20대,2403
2020,7,금정구,30대,1826
2020,7,금정구,40대,2202
2020,7,금정구,50대,2611
2020,7,금정구,60대,1886
2020,7,금정구,70대,1455
2020,7,기장군,10대,7388
2020,7,기장군,20대,3356
2020,7,기장군,30대,6326
2020,7,기장군,40대,5893
2020,7,기장군,50대,4922
2020,7,기장군,60대,3422
2020,7,기장군,70대,2725
2020,7,남구,10대,2961
2020,7,남구,20대,2318
2020,7,남구,30대,2137
2020,7,남구,40대,2551
2020,7,남구,50대,2592
2020,7,남구,60대,1974
2020,7,남구,70대,1605
2020,7,동구,10대,1059
2020,7,동구,20대,1006
2020,7,동구,30대,1210
2020,7,동구,40대,1381
2020,7,동구,50대,1606
2020,7,동구,60대,1312
2020,7,동구,70대,1095
2020,7,동래구,10대,4032
2020,7,동래구,20대,2683
2020,7,동래구,30대,2802
2020,7,동래구,40대,3443
2020,7,동래구,50대,3730
2020,7,동래구,60대,2717
2020,7,동래구,70대,2032
2020,7,부산진구,10대,3290
2020,7,부산진구,20대,3314
2020,7,부산진구,30대,2986
2020,7,부산진구,40대,3081
2020,7,부산진구,50대,3359
2020,7,부산진구,60대,2434
2020,7,부산진구,70대,1961
2020,7,북구,10대,4343
2020,7,북구,20대,3050
2020,7,북구,30대,2842
2020,7,북구,40대,3577
2020,7,북구,50대,4050
2020,7,북구,60대,2494
2020,7,북구,70대,1789
2020,7,사상구,10대,3365
2020,7,사상구,20대,3086
2020,7,사상구,30대,3012
2020,7,사상구,40대,3466
2020,7,사상구,50대,4224
2020,7,사상구,60대,2515
2020,7,사상구,70대,1578
2020,7,사하구,10대,3919
2020,7,사하구,20대,2692
2020,7,사하구,30대,2907
2020,7,사하구,40대,3301
2020,7,사하구,50대,3684
2020,7,사하구,60대,2470
2020,7,사하구,70대,1760
2020,7,서구,10대,1269
2020,7,서구,20대,1088
2020,7,서구,30대,1131
2020,7,서구,40대,1358
2020,7,서구,50대,1622
2020,7,서구,60대,1351
2020,7,서구,70대,1210
2020,7,수영구,10대,2836
2020,7,수영구,20대,2517
2020,7,수영구,30대,2662
2020,7,수영구,40대,2731
2020,7,수영구,50대,3014
2020,7,수영구,60대,2425
2020,7,수영구,70대,1885
2020,7,연제구,10대,3115
2020,7,연제구,20대,2227
2020,7,연제구,30대,2546
2020,7,연제구,40대,2976
2020,7,연제구,50대,3156
2020,7,연제구,60대,2265
2020,7,연제구,70대,1686
2020,7,영도구,10대,1705
2020,7,영도구,20대,1432
2020,7,영도구,30대,1335
2020,7,영도구,40대,1658
2020,7,영도구,50대,2003
2020,7,영도구,60대,1680
2020,7,영도구,70대,1494
2020,7,중구,10대,869
2020,7,중구,20대,1198
2020,7,중구,30대,1266
2020,7,중구,40대,1383
2020,7,중구,50대,1583
2020,7,중구,60대,1215
2020,7,중구,70대,944
2020,7,해운대구,10대,5066
2020,7,해운대구,20대,3275
2020,7,해운대구,30대,3631
2020,7,해운대구,40대,4439
2020,7,해운대구,50대,4167
2020,7,해운대구,60대,2698
2020,7,해운대구,70대,2148
2020,8,강서구,10대,2514
2020,8,강서구,20대,1946
2020,8,강서구,30대,3687
2020,8,강서구,40대,3083
2020,8,강서구,50대,2885
2020,8,강서구,60대,1681
2020,8,강서구,70대,947
2020,8,금정구,10대,2455
2020,8,금정구,20대,2390
2020,8,금정구,30대,1836
2020,8,금정구,40대,2224
2020,8,금정구,50대,2639
2020,8,금정구,60대,1924
2020,8,금정구,70대,1476
2020,8,기장군,10대,7396
2020,8,기장군,20대,3442
2020,8,기장군,30대,6436
2020,8,기장군,40대,6077
2020,8,기장군,50대,5075
2020,8,기장군,60대,3514
2020,8,기장군,70대,2804
2020,8,남구,10대,2889
2020,8,남구,20대,2309
2020,8,남구,30대,2144
2020,8,남구,40대,2556
2020,8,남구,50대,2606
2020,8,남구,60대,1980
2020,8,남구,70대,1604
2020,8,동구,10대,1028
2020,8,동구,20대,1006
2020,8,동구,30대,1160
2020,8,동구,40대,1326
2020,8,동구,50대,1558
2020,8,동구,60대,1271
2020,8,동구,70대,1086
2020,8,동래구,10대,3875
2020,8,동래구,20대,2659
2020,8,동래구,30대,2798
2020,8,동래구,40대,3437
2020,8,동래구,50대,3687
2020,8,동래구,60대,2678
2020,8,동래구,70대,1999
2020,8,부산진구,10대,3152
2020,8,부산진구,20대,3202
2020,8,부산진구,30대,2962
2020,8,부산진구,40대,3035
2020,8,부산진구,50대,3319
2020,8,부산진구,60대,2409
2020,8,부산진구,70대,1930
2020,8,북구,10대,4295
2020,8,북구,20대,3064
2020,8,북구,30대,2866
2020,8,북구,40대,3582
2020,8,북구,50대,4061
2020,8,북구,60대,2484
2020,8,북구,70대,1783
2020,8,사상구,10대,3362
2020,8,사상구,20대,3090
2020,8,사상구,30대,2985
2020,8,사상구,40대,3406
2020,8,사상구,50대,4158
2020,8,사상구,60대,2497
2020,8,사상구,70대,1581
2020,8,사하구,10대,3808
2020,8,사하구,20대,2671
2020,8,사하구,30대,2890
2020,8,사하구,40대,3268
2020,8,사하구,50대,3668
2020,8,사하구,60대,2468
2020,8,사하구,70대,1762
2020,8,서구,10대,1252
2020,8,서구,20대,1102
2020,8,서구,30대,1132
2020,8,서구,40대,1369
2020,8,서구,50대,1634
2020,8,서구,60대,1347
2020,8,서구,70대,1212
2020,8,수영구,10대,2839
2020,8,수영구,20대,2583
2020,8,수영구,30대,2702
2020,8,수영구,40대,2750
2020,8,수영구,50대,3023
2020,8,수영구,60대,2450
2020,8,수영구,70대,1893
2020,8,연제구,10대,2972
2020,8,연제구,20대,2179
2020,8,연제구,30대,2534
2020,8,연제구,40대,2909
2020,8,연제구,50대,3100
2020,8,연제구,60대,2240
2020,8,연제구,70대,1670
2020,8,영도구,10대,1687
2020,8,영도구,20대,1438
2020,8,영도구,30대,1336
2020,8,영도구,40대,1657
2020,8,영도구,50대,2010
2020,8,영도구,60대,1677
2020,8,영도구,70대,1489
2020,8,중구,10대,878
2020,8,중구,20대,1184
2020,8,중구,30대,1227
2020,8,중구,40대,1341
2020,8,중구,50대,1532
2020,8,중구,60대,1183
2020,8,중구,70대,920
2020,8,해운대구,10대,5060
2020,8,해운대구,20대,3373
2020,8,해운대구,30대,3697
2020,8,해운대구,40대,4511
2020,8,해운대구,50대,4208
2020,8,해운대구,60대,2705
2020,8,해운대구,70대,2151
2020,9,강서구,10대,2585
2020,9,강서구,20대,1991
2020,9,강서구,30대,3904
2020,9,강서구,40대,3233
2020,9,강서구,50대,3054
2020,9,강서구,60대,1749
2020,9,강서구,70대,960
2020,9,금정구,10대,2568
2020,9,금정구,20대,2599
2020,9,금정구,30대,1824
2020,9,금정구,40대,2206
2020,9,금정구,50대,2620
2020,9,금정구,60대,1894
2020,9,금정구,70대,1456
2020,9,기장군,10대,7458
2020,9,기장군,20대,3310
2020,9,기장군,30대,6387
2020,9,기장군,40대,5944
2020,9,기장군,50대,4964
2020,9,기장군,60대,3500
2020,9,기장군,70대,2816
2020,9,남구,10대,3072
2020,9,남구,20대,2456
2020,9,남구,30대,2162
2020,9,남구,40대,2584
2020,9,남구,50대,2637
2020,9,남구,60대,1999
2020,9,남구,70대,1615
2020,9,동구,10대,1040
2020,9,동구,20대,956
2020,9,동구,30대,1146
2020,9,동구,40대,1317
2020,9,동구,50대,1548
2020,9,동구,60대,1271
2020,9,동구,70대,1079
2020,9,동래구,10대,4016
2020,9,동래구,20대,2648
2020,9,동래구,30대,2794
2020,9,동래구,40대,3443
2020,9,동래구,50대,3698
2020,9,동래구,60대,2689
2020,9,동래구,70대,1996
2020,9,부산진구,10대,3343
2020,9,부산진구,20대,3191
2020,9,부산진구,30대,2945
2020,9,부산진구,40대,3061
2020,9,부산진구,50대,3348
2020,9,부산진구,60대,2446
2020,9,부산진구,70대,1952
2020,9,북구,10대,4446
2020,9,북구,20대,3090
2020,9,북구,30대,2870
2020,9,북구,40대,3608
2020,9,북구,50대,4077
2020,9,북구,60대,2496
2020,9,북구,70대,1804
2020,9,사상구,10대,3523
2020,9,사상구,20대,3192
2020,9,사상구,30대,3042
2020,9,사상구,40대,3470
2020,9,사상구,50대,4216
2020,9,사상구,60대,2506
2020,9,사상구,70대,1582
2020,9,사하구,10대,3996
2020,9,사하구,20대,2761
2020,9,사하구,30대,2919
2020,9,사하구,40대,3316
2020,9,사하구,50대,3725
2020,9,사하구,60대,2461
2020,9,사하구,70대,1758
2020,9,서구,10대,1298
2020,9,서구,20대,1122
2020,9,서구,30대,1126
2020,9,서구,40대,1354
2020,9,서구,50대,1624
2020,9,서구,60대,1345
2020,9,서구,70대,1220
2020,9,수영구,10대,2828
2020,9,수영구,20대,2410
2020,9,수영구,30대,2643
2020,9,수영구,40대,2718
2020,9,수영구,50대,2999
2020,9,수영구,60대,2451
2020,9,수영구,70대,1897
2020,9,연제구,10대,3124
2020,9,연제구,20대,2190
2020,9,연제구,30대,2551
2020,9,연제구,40대,2953
2020,9,연제구,50대,3126
2020,9,연제구,60대,2247
2020,9,연제구,70대,1671
2020,9,영도구,10대,1785
2020,9,영도구,20대,1524
2020,9,영도구,30대,1336
2020,9,영도구,40대,1666
2020,9,영도구,50대,2024
2020,9,영도구,60대,1689
2020,9,영도구,70대,1490
2020,9,중구,10대,807
2020,9,중구,20대,1090
2020,9,중구,30대,1164
2020,9,중구,40대,1307
2020,9,중구,50대,1496
2020,9,중구,60대,1168
2020,9,중구,70대,909
2020,9,해운대구,10대,5033
2020,9,해운대구,20대,3059
2020,9,해운대구,30대,3521
2020,9,해운대구,40대,4368
2020,9,해운대구,50대,4133
2020,9,해운대구,60대,2669
2020,9,해운대구,70대,2132
2020,10,강서구,10대,2562
2020,10,강서구,20대,1931
2020,10,강서구,30대,3764
2020,10,강서구,40대,3140
2020,10,강서구,50대,2971
2020,10,강서구,60대,1730
2020,10,강서구,70대,962
2020,10,금정구,10대,2515
2020,10,금정구,20대,2444
2020,10,금정구,30대,1823
2020,10,금정구,40대,2196
2020,10,금정구,50대,2582
2020,10,금정구,60대,1874
2020,10,금정구,70대,1441
2020,10,기장군,10대,7417
2020,10,기장군,20대,3331
2020,10,기장군,30대,6415
2020,10,기장군,40대,6042
2020,10,기장군,50대,5044
2020,10,기장군,60대,3519
2020,10,기장군,70대,2811
2020,10,남구,10대,3020
2020,10,남구,20대,2410
2020,10,남구,30대,2147
2020,10,남구,40대,2568
2020,10,남구,50대,2606
2020,10,남구,60대,1976
2020,10,남구,70대,1612
2020,10,동구,10대,1032
2020,10,동구,20대,962
2020,10,동구,30대,1144
2020,10,동구,40대,1322
2020,10,동구,50대,1544
2020,10,동구,60대,1259
2020,10,동구,70대,1081
2020,10,동래구,10대,3995
2020,10,동래구,20대,2630
2020,10,동래구,30대,2803
2020,10,동래구,40대,3442
2020,10,동래구,50대,3680
2020,10,동래구,60대,2659
2020,10,동래구,70대,1986
2020,10,부산진구,10대,3325
2020,10,부산진구,20대,3236
2020,10,부산진구,30대,2958
2020,10,부산진구,40대,3049
2020,10,부산진구,50대,3323
2020,10,부산진구,60대,2399
2020,10,부산진구,70대,1931
2020,10,북구,10대,4381
2020,10,북구,20대,3076
2020,10,북구,30대,2852
2020,10,북구,40대,3572
2020,10,북구,50대,4037
2020,10,북구,60대,2453
2020,10,북구,70대,1770
2020,10,사상구,10대,3466
2020,10,사상구,20대,3183
2020,10,사상구,30대,3020
2020,10,사상구,40대,3444
2020,10,사상구,50대,4138
2020,10,사상구,60대,2480
2020,10,사상구,70대,1575
2020,10,사하구,10대,3936
2020,10,사하구,20대,2720
2020,10,사하구,30대,2910
2020,10,사하구,40대,3300
2020,10,사하구,50대,3678
2020,10,사하구,60대,2445
2020,10,사하구,70대,1760
2020,10,서구,10대,1281
2020,10,서구,20대,1097
2020,10,서구,30대,1132
2020,10,서구,40대,1360
2020,10,서구,50대,1620
2020,10,서구,60대,1344
2020,10,서구,70대,1211
2020,10,수영구,10대,2829
2020,10,수영구,20대,2408
2020,10,수영구,30대,2664
2020,10,수영구,40대,2752
2020,10,수영구,50대,3002
2020,10,수영구,60대,2458
2020,10,수영구,70대,1925
2020,10,연제구,10대,3046
2020,10,연제구,20대,2175
2020,10,연제구,30대,2521
2020,10,연제구,40대,2913
2020,10,연제구,50대,3091
2020,10,연제구,60대,2218
2020,10,연제구,70대,1659
2020,10,영도구,10대,1701
2020,10,영도구,20대,1481
2020,10,영도구,30대,1346
2020,10,영도구,40대,1683
2020,10,영도구,50대,2014
2020,10,영도구,60대,1671
2020,10,영도구,70대,1486
2020,10,중구,10대,841
2020,10,중구,20대,1132
2020,10,중구,30대,1199
2020,10,중구,40대,1339
2020,10,중구,50대,1521
2020,10,중구,60대,1189
2020,10,중구,70대,923
2020,10,해운대구,10대,5021
2020,10,해운대구,20대,3126
2020,10,해운대구,30대,3588
2020,10,해운대구,40대,4422
2020,10,해운대구,50대,4157
2020,10,해운대구,60대,2678
2020,10,해운대구,70대,2141
2020,11,강서구,10대,2513
2020,11,강서구,20대,1967
2020,11,강서구,30대,3816
2020,11,강서구,40대,3218
2020,11,강서구,50대,3049
2020,11,강서구,60대,1748
2020,11,강서구,70대,959
2020,11,금정구,10대,2569
2020,11,금정구,20대,2501
2020,11,금정구,30대,1812
2020,11,금정구,40대,2194
2020,11,금정구,50대,2591
2020,11,금정구,60대,1831
2020,11,금정구,70대,1417
2020,11,기장군,10대,7360
2020,11,기장군,20대,3247
2020,11,기장군,30대,6358
2020,11,기장군,40대,5964
2020,11,기장군,50대,5010
2020,11,기장군,60대,3485
2020,11,기장군,70대,2785
2020,11,남구,10대,2998
2020,11,남구,20대,2371
2020,11,남구,30대,2125
2020,11,남구,40대,2543
2020,11,남구,50대,2590
2020,11,남구,60대,1972
2020,11,남구,70대,1610
2020,11,동구,10대,1046
2020,11,동구,20대,980
2020,11,동구,30대,1168
2020,11,동구,40대,1347
2020,11,동구,50대,1574
2020,11,동구,60대,1286
2020,11,동구,70대,1089
2020,11,동래구,10대,4003
2020,11,동래구,20대,2586
2020,11,동래구,30대,2768
2020,11,동래구,40대,3431
2020,11,동래구,50대,3681
2020,11,동래구,60대,2652
2020,11,동래구,70대,1973
2020,11,부산진구,10대,3315
2020,11,부산진구,20대,3310
2020,11,부산진구,30대,2976
2020,11,부산진구,40대,3056
2020,11,부산진구,50대,3339
2020,11,부산진구,60대,2415
2020,11,부산진구,70대,1940
2020,11,북구,10대,4392
2020,11,북구,20대,3053
2020,11,북구,30대,2840
2020,11,북구,40대,3568
2020,11,북구,50대,4049
2020,11,북구,60대,2456
2020,11,북구,70대,1779
2020,11,사상구,10대,3468
2020,11,사상구,20대,3270
2020,11,사상구,30대,3013
2020,11,사상구,40대,3472
2020,11,사상구,50대,4186
2020,11,사상구,60대,2501
2020,11,사상구,70대,1581
2020,11,사하구,10대,3998
2020,11,사하구,20대,2794
2020,11,사하구,30대,2901
2020,11,사하구,40대,3287
2020,11,사하구,50대,3689
2020,11,사하구,60대,2433
2020,11,사하구,70대,1743
2020,11,서구,10대,1306
2020,11,서구,20대,1151
2020,11,서구,30대,1136
2020,11,서구,40대,1353
2020,11,서구,50대,1609
2020,11,서구,60대,1330
2020,11,서구,70대,1204
2020,11,수영구,10대,2824
2020,11,수영구,20대,2421
2020,11,수영구,30대,2655
2020,11,수영구,40대,2716
2020,11,수영구,50대,3009
2020,11,수영구,60대,2407
2020,11,수영구,70대,1885
2020,11,연제구,10대,3020
2020,11,연제구,20대,2153
2020,11,연제구,30대,2515
2020,11,연제구,40대,2910
2020,11,연제구,50대,3083
2020,11,연제구,60대,2203
2020,11,연제구,70대,1644
2020,11,영도구,10대,1710
2020,11,영도구,20대,1484
2020,11,영도구,30대,1334
2020,11,영도구,40대,1650
2020,11,영도구,50대,2005
2020,11,영도구,60대,1673
2020,11,영도구,70대,1486
2020,11,중구,10대,862
2020,11,중구,20대,1179
2020,11,중구,30대,1234
2020,11,중구,40대,1352
2020,11,중구,50대,1543
2020,11,중구,60대,1192
2020,11,중구,70대,918
2020,11,해운대구,10대,5059
2020,11,해운대구,20대,3153
2020,11,해운대구,30대,3611
2020,11,해운대구,40대,4440
2020,11,해운대구,50대,4167
2020,11,해운대구,60대,2677
2020,11,해운대구,70대,2146
2020,12,강서구,10대,2516
2020,12,강서구,20대,1999
2020,12,강서구,30대,3753
2020,12,강서구,40대,3166
2020,12,강서구,50대,3009
2020,12,강서구,60대,1713
2020,12,강서구,70대,955
2020,12,금정구,10대,2471
2020,12,금정구,20대,2404
2020,12,금정구,30대,1811
2020,12,금정구,40대,2201
2020,12,금정구,50대,2611
2020,12,금정구,60대,1869
2020,12,금정구,70대,1434
2020,12,기장군,10대,7420
2020,12,기장군,20대,3354
2020,12,기장군,30대,6325
2020,12,기장군,40대,5894
2020,12,기장군,50대,4907
2020,12,기장군,60대,3462
2020,12,기장군,70대,2786
2020,12,남구,10대,3007
2020,12,남구,20대,2343
2020,12,남구,30대,2184
2020,12,남구,40대,2617
2020,12,남구,50대,2684
2020,12,남구,60대,2039
2020,12,남구,70대,1649
2020,12,동구,10대,999
2020,12,동구,20대,970
2020,12,동구,30대,1130
2020,12,동구,40대,1297
2020,12,동구,50대,1530
2020,12,동구,60대,1247
2020,12,동구,70대,1063
2020,12,동래구,10대,4003
2020,12,동래구,20대,2673
2020,12,동래구,30대,2814
2020,12,동래구,40대,3464
2020,12,동래구,50대,3727
2020,12,동래구,60대,2711
2020,12,동래구,70대,2011
2020,12,부산진구,10대,3198
2020,12,부산진구,20대,2966
2020,12,부산진구,30대,2910
2020,12,부산진구,40대,3038
2020,12,부산진구,50대,3345
2020,12,부산진구,60대,2437
2020,12,부산진구,70대,1949
2020,12,북구,10대,4452
2020,12,북구,20대,3098
2020,12,북구,30대,2893
2020,12,북구,40대,3629
2020,12,북구,50대,4129
2020,12,북구,60대,2519
2020,12,북구,70대,1816
2020,12,사상구,10대,3464
2020,12,사상구,20대,3097
2020,12,사상구,30대,3057
2020,12,사상구,40대,3491
2020,12,사상구,50대,4234
2020,12,사상구,60대,2538
2020,12,사상구,70대,1594
2020,12,사하구,10대,3951
2020,12,사하구,20대,2739
2020,12,사하구,30대,2953
2020,12,사하구,40대,3337
2020,12,사하구,50대,3750
2020,12,사하구,60대,2480
2020,12,사하구,70대,1770
2020,12,서구,10대,1268
2020,12,서구,20대,1099
2020,12,서구,30대,1131
2020,12,서구,40대,1341
2020,12,서구,50대,1615
2020,12,서구,60대,1337
2020,12,서구,70대,1203
2020,12,수영구,10대,2861
2020,12,수영구,20대,2422
2020,12,수영구,30대,2655
2020,12,수영구,40대,2739
2020,12,수영구,50대,3041
2020,12,수영구,60대,2449
2020,12,수영구,70대,1918
2020,12,연제구,10대,3028
2020,12,연제구,20대,2219
2020,12,연제구,30대,2521
2020,12,연제구,40대,2926
2020,12,연제구,50대,3100
2020,12,연제구,60대,2229
2020,12,연제구,70대,1662
2020,12,영도구,10대,1682
2020,12,영도구,20대,1451
2020,12,영도구,30대,1349
2020,12,영도구,40대,1677
2020,12,영도구,50대,2036
2020,12,영도구,60대,1711
2020,12,영도구,70대,1499
2020,12,중구,10대,773
2020,12,중구,20대,1024
2020,12,중구,30대,1114
2020,12,중구,40대,1266
2020,12,중구,50대,1464
2020,12,중구,60대,1155
2020,12,중구,70대,894
2020,12,해운대구,10대,5090
2020,12,해운대구,20대,3150
2020,12,해운대구,30대,3547
2020,12,해운대구,40대,4432
2020,12,해운대구,50대,4194
2020,12,해운대구,60대,2711
2020,12,해운대구,70대,2159
