BASE_YEAR,BASE_MONTH,GU_DC,AGE_DC,MV_CNT
2019,9,부산진구,10대,3429
2019,9,부산진구,20대,3461
2019,9,부산진구,30대,3091
2019,9,부산진구,40대,3190
2019,9,부산진구,50대,3417
2019,9,부산진구,60대,2514
2019,9,부산진구,70대,1998
2019,9,북구,10대,4247
2019,9,북구,20대,2941
2019,9,북구,30대,2866
2019,9,북구,40대,3570
2019,9,북구,50대,4020
2019,9,북구,60대,2409
2019,9,북구,70대,1736
2019,9,사상구,10대,3444
2019,9,사상구,20대,3249
2019,9,사상구,30대,3011
2019,9,사상구,40대,3439
2019,9,사상구,50대,4129
2019,9,사상구,60대,2470
2019,9,사상구,70대,1560
2019,9,사하구,10대,3900
2019,9,사하구,20대,2749
2019,9,사하구,30대,2946
2019,9,사하구,40대,3293
2019,9,사하구,50대,3666
2019,9,사하구,60대,2420
2019,9,사하구,70대,1734
2019,9,서구,10대,1335
2019,9,서구,20대,1171
2019,9,서구,30대,1155
2019,9,서구,40대,1388
2019,9,서구,50대,1628
2019,9,서구,60대,1346
2019,9,서구,70대,1211
2019,9,수영구,10대,2753
2019,9,수영구,20대,2280
2019,9,수영구,30대,2645
2019,9,수영구,40대,2752
2019,9,수영구,50대,3022
2019,9,수영구,60대,2449
2019,9,수영구,70대,1902
2019,9,연제구,10대,3131
2019,9,연제구,20대,2174
2019,9,연제구,30대,2659
2019,9,연제구,40대,3102
2019,9,연제구,50대,3201
2019,9,연제구,60대,2329
2019,9,연제구,70대,1736
2019,9,영도구,10대,1836
2019,9,영도구,20대,1611
2019,9,영도구,30대,1371
2019,9,영도구,40대,1706
2019,9,영도구,50대,2036
2019,9,영도구,60대,1688
2019,9,영도구,70대,1493
2019,9,중구,10대,841
2019,9,중구,20대,1191
2019,9,중구,30대,1232
2019,9,중구,40대,1350
2019,9,중구,50대,1503
2019,9,중구,60대,1140
2019,9,중구,70대,880
2019,9,해운대구,10대,4897
2019,9,해운대구,20대,3029
2019,9,해운대구,30대,3616
2019,9,해운대구,40대,4413
2019,9,해운대구,50대,4152
2019,9,해운대구,60대,2664
2019,9,해운대구,70대,2099
2019,10,강서구,10대,2501
2019,10,강서구,20대,2044
2019,10,강서구,30대,3947
2019,10,강서구,40대,3342
2019,10,강서구,50대,3206
2019,10,강서구,60대,1768
2019,10,강서구,70대,968
2019,10,금정구,10대,2545
2019,10,금정구,20대,2581
2019,10,금정구,30대,1812
2019,10,금정구,40대,2178
2019,10,금정구,50대,2587
2019,10,금정구,60대,1809
2019,10,금정구,70대,1408
2019,10,기장군,10대,7305
2019,10,기장군,20대,3164
2019,10,기장군,30대,6150
2019,10,기장군,40대,5855
2019,10,기장군,50대,4915
2019,10,기장군,60대,3402
2019,10,기장군,70대,2772
2019,10,남구,10대,3060
2019,10,남구,20대,2533
2019,10,남구,30대,2154
2019,10,남구,40대,2566
2019,10,남구,50대,2580
2019,10,남구,60대,1944
2019,10,남구,70대,1576
2019,10,동구,10대,1046
2019,10,동구,20대,1020
2019,10,동구,30대,1224
2019,10,동구,40대,1399
2019,10,동구,50대,1619
2019,10,동구,60대,1279
2019,10,동구,70대,1079
2019,10,동래구,10대,3964
2019,10,동래구,20대,2576
2019,10,동래구,30대,2861
2019,10,동래구,40대,3461
2019,10,동래구,50대,3750
2019,10,동래구,60대,2692
2019,10,동래구,70대,2001
2019,10,부산진구,10대,3343
2019,10,부산진구,20대,3420
2019,10,부산진구,30대,3048
2019,10,부산진구,40대,3144
2019,10,부산진구,50대,3396
2019,10,부산진구,60대,2493
2019,10,부산진구,70대,1996
2019,10,북구,10대,4283
2019,10,북구,20대,2933
2019,10,북구,30대,2782
2019,10,북구,40대,3496
2019,10,북구,50대,3949
2019,10,북구,60대,2375
2019,10,북구,70대,1740
2019,10,사상구,10대,3424
2019,10,사상구,20대,3271
2019,10,사상구,30대,2993
2019,10,사상구,40대,3463
2019,10,사상구,50대,4168
2019,10,사상구,60대,2470
2019,10,사상구,70대,1541
2019,10,사하구,10대,3871
2019,10,사하구,20대,2759
2019,10,사하구,30대,2929
2019,10,사하구,40대,3261
2019,10,사하구,50대,3648
2019,10,사하구,60대,2396
2019,10,사하구,70대,1722
2019,10,서구,10대,1313
2019,10,서구,20대,1176
2019,10,서구,30대,1137
2019,10,서구,40대,1376
2019,10,서구,50대,1627
2019,10,서구,60대,1355
2019,10,서구,70대,1221
2019,10,수영구,10대,2672
2019,10,수영구,20대,2297
2019,10,수영구,30대,2588
2019,10,수영구,40대,2659
2019,10,수영구,50대,2934
2019,10,수영구,60대,2345
2019,10,수영구,70대,1858
2019,10,연제구,10대,3118
2019,10,연제구,20대,2150
2019,10,연제구,30대,2556
2019,10,연제구,40대,3028
2019,10,연제구,50대,3116
2019,10,연제구,60대,2240
2019,10,연제구,70대,1679
2019,10,영도구,10대,1723
2019,10,영도구,20대,1499
2019,10,영도구,30대,1324
2019,10,영도구,40대,1655
2019,10,영도구,50대,1995
2019,10,영도구,60대,1654
2019,10,영도구,70대,1482
2019,10,중구,10대,887
2019,10,중구,20대,1210
2019,10,중구,30대,1271
2019,10,중구,40대,1403
2019,10,중구,50대,1569
2019,10,중구,60대,1198
2019,10,중구,70대,908
2019,10,해운대구,10대,5013
2019,10,해운대구,20대,3114
2019,10,해운대구,30대,3587
2019,10,해운대구,40대,4400
2019,10,해운대구,50대,4097
2019,10,해운대구,60대,2616
2019,10,해운대구,70대,2103
2019,11,강서구,10대,2522
2019,11,강서구,20대,2083
2019,11,강서구,30대,3984
2019,11,강서구,40대,3378
2019,11,강서구,50대,3200
2019,11,강서구,60대,1767
2019,11,강서구,70대,972
2019,11,금정구,10대,2508
2019,11,금정구,20대,2527
2019,11,금정구,30대,1808
2019,11,금정구,40대,2179
2019,11,금정구,50대,2591
2019,11,금정구,60대,1824
2019,11,금정구,70대,1404
2019,11,기장군,10대,7131
2019,11,기장군,20대,3113
2019,11,기장군,30대,6047
2019,11,기장군,40대,5731
2019,11,기장군,50대,4826
2019,11,기장군,60대,3352
2019,11,기장군,70대,2743
2019,11,남구,10대,3013
2019,11,남구,20대,2439
2019,11,남구,30대,2127
2019,11,남구,40대,2543
2019,11,남구,50대,2529
2019,11,남구,60대,1926
2019,11,남구,70대,1574
2019,11,동구,10대,1016
2019,11,동구,20대,1037
2019,11,동구,30대,1228
2019,11,동구,40대,1409
2019,11,동구,50대,1604
2019,11,동구,60대,1284
2019,11,동구,70대,1070
2019,11,동래구,10대,3846
2019,11,동래구,20대,2502
2019,11,동래구,30대,2779
2019,11,동래구,40대,3373
2019,11,동래구,50대,3606
2019,11,동래구,60대,2599
2019,11,동래구,70대,1944
2019,11,부산진구,10대,3317
2019,11,부산진구,20대,3425
2019,11,부산진구,30대,3045
2019,11,부산진구,40대,3144
2019,11,부산진구,50대,3385
2019,11,부산진구,60대,2487
2019,11,부산진구,70대,1986
2019,11,북구,10대,4205
2019,11,북구,20대,2907
2019,11,북구,30대,2754
2019,11,북구,40대,3470
2019,11,북구,50대,3902
2019,11,북구,60대,2374
2019,11,북구,70대,1717
2019,11,사상구,10대,3411
2019,11,사상구,20대,3210
2019,11,사상구,30대,2989
2019,11,사상구,40대,3445
2019,11,사상구,50대,4158
2019,11,사상구,60대,2471
2019,11,사상구,70대,1558
2019,11,사하구,10대,3841
2019,11,사하구,20대,2683
2019,11,사하구,30대,2868
2019,11,사하구,40대,3236
2019,11,사하구,50대,3615
2019,11,사하구,60대,2381
2019,11,사하구,70대,1718
2019,11,서구,10대,1272
2019,11,서구,20대,1142
2019,11,서구,30대,1128
2019,11,서구,40대,1366
2019,11,서구,50대,1619
2019,11,서구,60대,1354
2019,11,서구,70대,1210
2019,11,수영구,10대,2672
2019,11,수영구,20대,2249
2019,11,수영구,30대,2568
2019,11,수영구,40대,2647
2019,11,수영구,50대,2902
2019,11,수영구,60대,2379
2019,11,수영구,70대,1865
2019,11,연제구,10대,3113
2019,11,연제구,20대,2169
2019,11,연제구,30대,2595
2019,11,연제구,40대,2997
2019,11,연제구,50대,3155
2019,11,연제구,60대,2254
2019,11,연제구,70대,1691
2019,11,영도구,10대,1670
2019,11,영도구,20대,1448
2019,11,영도구,30대,1318
2019,11,영도구,40대,1648
2019,11,영도구,50대,1978
2019,11,영도구,60대,1652
2019,11,영도구,70대,1474
2019,11,중구,10대,889
2019,11,중구,20대,1223
2019,11,중구,30대,1286
2019,11,중구,40대,1428
2019,11,중구,50대,1586
2019,11,중구,60대,1219
2019,11,중구,70대,926
2019,11,해운대구,10대,5009
2019,11,해운대구,20대,3123
2019,11,해운대구,30대,3599
2019,11,해운대구,40대,4397
2019,11,해운대구,50대,4093
2019,11,해운대구,60대,2628
2019,11,해운대구,70대,2105
2019,12,강서구,10대,2549
2019,12,강서구,20대,2081
2019,12,강서구,30대,3943
2019,12,강서구,40대,3332
2019,12,강서구,50대,3136
2019,12,강서구,60대,1752
2019,12,강서구,70대,979
2019,12,금정구,10대,2466
2019,12,금정구,20대,2463
2019,12,금정구,30대,1823
2019,12,금정구,40대,2187
2019,12,금정구,50대,2625
2019,12,금정구,60대,1881
2019,12,금정구,70대,1431
2019,12,기장군,10대,7107
2019,12,기장군,20대,3130
2019,12,기장군,30대,6004
2019,12,기장군,40대,5661
2019,12,기장군,50대,4762
2019,12,기장군,60대,3309
2019,12,기장군,70대,2688
2019,12,남구,10대,2993
2019,12,남구,20대,2371
2019,12,남구,30대,2160
2019,12,남구,40대,2582
2019,12,남구,50대,2576
2019,12,남구,60대,1993
2019,12,남구,70대,1597
2019,12,동구,10대,1038
2019,12,동구,20대,1039
2019,12,동구,30대,1228
2019,12,동구,40대,1422
2019,12,동구,50대,1618
2019,12,동구,60대,1313
2019,12,동구,70대,1092
2019,12,동래구,10대,3840
2019,12,동래구,20대,2566
2019,12,동래구,30대,2795
2019,12,동래구,40대,3405
2019,12,동래구,50대,3658
2019,12,동래구,60대,2649
2019,12,동래구,70대,1960
2019,12,부산진구,10대,3287
2019,12,부산진구,20대,3382
2019,12,부산진구,30대,3032
2019,12,부산진구,40대,3121
2019,12,부산진구,50대,3370
2019,12,부산진구,60대,2474
2019,12,부산진구,70대,1975
2019,12,북구,10대,4210
2019,12,북구,20대,2917
2019,12,북구,30대,2783
2019,12,북구,40대,3480
2019,12,북구,50대,3969
2019,12,북구,60대,2411
2019,12,북구,70대,1730
2019,12,사상구,10대,3397
2019,12,사상구,20대,3111
2019,12,사상구,30대,2984
2019,12,사상구,40대,3428
2019,12,사상구,50대,4160
2019,12,사상구,60대,2490
2019,12,사상구,70대,1566
2019,12,사하구,10대,3855
2019,12,사하구,20대,2687
2019,12,사하구,30대,2892
2019,12,사하구,40대,3264
2019,12,사하구,50대,3657
2019,12,사하구,60대,2438
2019,12,사하구,70대,1753
2019,12,서구,10대,1269
2019,12,서구,20대,1125
2019,12,서구,30대,1128
2019,12,서구,40대,1375
2019,12,서구,50대,1642
2019,12,서구,60대,1375
2019,12,서구,70대,1229
2019,12,수영구,10대,2740
2019,12,수영구,20대,2343
2019,12,수영구,30대,2618
2019,12,수영구,40대,2725
2019,12,수영구,50대,3020
2019,12,수영구,60대,2481
2019,12,수영구,70대,1938
2019,12,연제구,10대,3091
2019,12,연제구,20대,2169
2019,12,연제구,30대,2576
2019,12,연제구,40대,2981
2019,12,연제구,50대,3197
2019,12,연제구,60대,2309
2019,12,연제구,70대,1720
2019,12,영도구,10대,1665
2019,12,영도구,20대,1398
2019,12,영도구,30대,1320
2019,12,영도구,40대,1644
2019,12,영도구,50대,1993
2019,12,영도구,60대,1678
2019,12,영도구,70대,1483
2019,12,중구,10대,1013
2019,12,중구,20대,1291
2019,12,중구,30대,1350
2019,12,중구,40대,1491
2019,12,중구,50대,1667
2019,12,중구,60대,1261
2019,12,중구,70대,953
2019,12,해운대구,10대,5041
2019,12,해운대구,20대,3199
2019,12,해운대구,30대,3651
2019,12,해운대구,40대,4442
2019,12,해운대구,50대,4158
2019,12,해운대구,60대,2686
2019,12,해운대구,70대,2144
2020,1,강서구,10대,2465
2020,1,강서구,20대,1991
2020,1,강서구,30대,3765
2020,1,강서구,40대,3392
2020,1,강서구,50대,3021
2020,1,강서구,60대,1915
2020,1,강서구,70대,1049
2020,1,금정구,10대,2087
2020,1,금정구,20대,2334
2020,1,금정구,30대,1818
2020,1,금정구,40대,2175
2020,1,금정구,50대,2567
2020,1,금정구,60대,2046
2020,1,금정구,70대,1581
2020,1,기장군,10대,6910
2020,1,기장군,20대,3302
2020,1,기장군,30대,5641
2020,1,기장군,40대,5985
2020,1,기장군,50대,4789
2020,1,기장군,60대,3651
2020,1,기장군,70대,2976
2020,1,남구,10대,2606
2020,1,남구,20대,2278
2020,1,남구,30대,2099
2020,1,남구,40대,2615
2020,1,남구,50대,2534
2020,1,남구,60대,2169
2020,1,남구,70대,1769
2020,1,동구,10대,920
2020,1,동구,20대,1042
2020,1,동구,30대,1203
2020,1,동구,40대,1397
2020,1,동구,50대,1523
2020,1,동구,60대,1385
2020,1,동구,70대,1176
2020,1,동래구,10대,3542
2020,1,동래구,20대,2716
2020,1,동래구,30대,2760
2020,1,동래구,40대,3422
2020,1,동래구,50대,3592
2020,1,동래구,60대,2887
2020,1,동래구,70대,2165
2020,1,부산진구,10대,2921
2020,1,부산진구,20대,3328
2020,1,부산진구,30대,2997
2020,1,부산진구,40대,3137
2020,1,부산진구,50대,3287
2020,1,부산진구,60대,2675
2020,1,부산진구,70대,2149
2020,1,북구,10대,3891
2020,1,북구,20대,3115
2020,1,북구,30대,2810
2020,1,북구,40대,3460
2020,1,북구,50대,3990
2020,1,북구,60대,2711
2020,1,북구,70대,1928
2020,1,사상구,10대,3114
2020,1,사상구,20대,3006
2020,1,사상구,30대,2970
2020,1,사상구,40대,3389
2020,1,사상구,50대,4137
2020,1,사상구,60대,2772
2020,1,사상구,70대,1742
2020,1,사하구,10대,3524
2020,1,사하구,20대,2683
2020,1,사하구,30대,2855
2020,1,사하구,40대,3245
2020,1,사하구,50대,3621
2020,1,사하구,60대,2743
2020,1,사하구,70대,1933
2020,1,서구,10대,1142
2020,1,서구,20대,1076
2020,1,서구,30대,1111
2020,1,서구,40대,1369
2020,1,서구,50대,1593
2020,1,서구,60대,1463
2020,1,서구,70대,1337
2020,1,수영구,10대,2504
2020,1,수영구,20대,2378
2020,1,수영구,30대,2589
2020,1,수영구,40대,2746
2020,1,수영구,50대,2921
2020,1,수영구,60대,2666
2020,1,수영구,70대,2126
2020,1,연제구,10대,2850
2020,1,연제구,20대,2223
2020,1,연제구,30대,2532
2020,1,연제구,40대,3038
2020,1,연제구,50대,3137
2020,1,연제구,60대,2508
2020,1,연제구,70대,1903
2020,1,영도구,10대,1485
2020,1,영도구,20대,1300
2020,1,영도구,30대,1319
2020,1,영도구,40대,1679
2020,1,영도구,50대,1946
2020,1,영도구,60대,1799
2020,1,영도구,70대,1641
2020,1,중구,10대,843
2020,1,중구,20대,1231
2020,1,중구,30대,1251
2020,1,중구,40대,1428
2020,1,중구,50대,1545
2020,1,중구,60대,1290
2020,1,중구,70대,1022
2020,1,해운대구,10대,4571
2020,1,해운대구,20대,3322
2020,1,해운대구,30대,3455
2020,1,해운대구,40대,4359
2020,1,해운대구,50대,4154
2020,1,해운대구,60대,2919
2020,1,해운대구,70대,2313
2020,2,강서구,10대,2532
2020,2,강서구,20대,2010
2020,2,강서구,30대,3931
2020,2,강서구,40대,3387
2020,2,강서구,50대,3135
2020,2,강서구,60대,1814
2020,2,강서구,70대,987
2020,2,금정구,10대,2410
2020,2,금정구,20대,2372
2020,2,금정구,30대,1817
2020,2,금정구,40대,2196
2020,2,금정구,50대,2621
2020,2,금정구,60대,1927
2020,2,금정구,70대,1469
2020,2,기장군,10대,7329
2020,2,기장군,20대,3267
2020,2,기장군,30대,6194
2020,2,기장군,40대,5841
2020,2,기장군,50대,4875
2020,2,기장군,60대,3438
2020,2,기장군,70대,2760
2020,2,남구,10대,2975
2020,2,남구,20대,2349
2020,2,남구,30대,2156
2020,2,남구,40대,2616
2020,2,남구,50대,2602
2020,2,남구,60대,2037
2020,2,남구,70대,1639
2020,2,동구,10대,986
2020,2,동구,20대,1013
2020,2,동구,30대,1207
2020,2,동구,40대,1366
2020,2,동구,50대,1571
2020,2,동구,60대,1289
2020,2,동구,70대,1083
2020,2,동래구,10대,3799
2020,2,동래구,20대,2625
2020,2,동래구,30대,2764
2020,2,동래구,40대,3399
2020,2,동래구,50대,3643
2020,2,동래구,60대,2660
2020,2,동래구,70대,1971
2020,2,부산진구,10대,3218
2020,2,부산진구,20대,3252
2020,2,부산진구,30대,2975
2020,2,부산진구,40대,3071
2020,2,부산진구,50대,3334
2020,2,부산진구,60대,2456
2020,2,부산진구,70대,1961
2020,2,북구,10대,4292
2020,2,북구,20대,3061
2020,2,북구,30대,2832
2020,2,북구,40대,3550
2020,2,북구,50대,4037
2020,2,북구,60대,2483
2020,2,북구,70대,1784
2020,2,사상구,10대,3450
2020,2,사상구,20대,3086
2020,2,사상구,30대,3010
2020,2,사상구,40대,3476
2020,2,사상구,50대,4211
2020,2,사상구,60대,2543
2020,2,사상구,70대,1585
2020,2,사하구,10대,3915
2020,2,사하구,20대,2731
2020,2,사하구,30대,2928
2020,2,사하구,40대,3305
2020,2,사하구,50대,3702
2020,2,사하구,60대,2506
2020,2,사하구,70대,1773
2020,2,서구,10대,1232
2020,2,서구,20대,1112
2020,2,서구,30대,1120
2020,2,서구,40대,1359
2020,2,서구,50대,1638
2020,2,서구,60대,1372
2020,2,서구,70대,1233
2020,2,수영구,10대,2761
2020,2,수영구,20대,2396
2020,2,수영구,30대,2636
2020,2,수영구,40대,2747
2020,2,수영구,50대,3011
2020,2,수영구,60대,2509
2020,2,수영구,70대,1965
2020,2,연제구,10대,3126
2020,2,연제구,20대,2213
2020,2,연제구,30대,2583
2020,2,연제구,40대,3044
2020,2,연제구,50대,3194
2020,2,연제구,60대,2331
2020,2,연제구,70대,1738
2020,2,영도구,10대,1701
2020,2,영도구,20대,1381
2020,2,영도구,30대,1333
2020,2,영도구,40대,1665
2020,2,영도구,50대,2011
2020,2,영도구,60대,1704
2020,2,영도구,70대,1513
2020,2,중구,10대,818
2020,2,중구,20대,1148
2020,2,중구,30대,1198
2020,2,중구,40대,1326
2020,2,중구,50대,1523
2020,2,중구,60대,1177
2020,2,중구,70대,904
2020,2,해운대구,10대,5002
2020,2,해운대구,20대,3142
2020,2,해운대구,30대,3522
2020,2,해운대구,40대,4387
2020,2,해운대구,50대,4155
2020,2,해운대구,60대,2703
2020,2,해운대구,70대,2149
2020,3,강서구,10대,2498
2020,3,강서구,20대,1953
2020,3,강서구,30대,3935
2020,3,강서구,40대,3393
2020,3,강서구,50대,3142
2020,3,강서구,60대,1841
2020,3,강서구,70대,994
2020,3,금정구,10대,2390
2020,3,금정구,20대,2448
2020,3,금정구,30대,1846
2020,3,금정구,40대,2229
2020,3,금정구,50대,2682
2020,3,금정구,60대,1963
2020,3,금정구,70대,1507
2020,3,기장군,10대,7217
2020,3,기장군,20대,3277
2020,3,기장군,30대,6272
2020,3,기장군,40대,5860
2020,3,기장군,50대,4883
2020,3,기장군,60대,3479
2020,3,기장군,70대,2786
2020,3,남구,10대,2954
2020,3,남구,20대,2347
2020,3,남구,30대,2164
2020,3,남구,40대,2641
2020,3,남구,50대,2645
2020,3,남구,60대,2042
2020,3,남구,70대,1633
2020,3,동구,10대,950
2020,3,동구,20대,938
2020,3,동구,30대,1166
2020,3,동구,40대,1325
2020,3,동구,50대,1535
2020,3,동구,60대,1271
2020,3,동구,70대,1072
2020,3,동래구,10대,3721
2020,3,동래구,20대,2662
2020,3,동래구,30대,2776
2020,3,동래구,40대,3427
2020,3,동래구,50대,3682
2020,3,동래구,60대,2698
2020,3,동래구,70대,1999
2020,3,부산진구,10대,3104
2020,3,부산진구,20대,3061
2020,3,부산진구,30대,2908
2020,3,부산진구,40대,3026
2020,3,부산진구,50대,3318
2020,3,부산진구,60대,2431
2020,3,부산진구,70대,1919
2020,3,북구,10대,4327
2020,3,북구,20대,3114
2020,3,북구,30대,2871
2020,3,북구,40대,3581
2020,3,북구,50대,4067
2020,3,북구,60대,2485
2020,3,북구,70대,1775
2020,3,사상구,10대,3463
2020,3,사상구,20대,3120
2020,3,사상구,30대,3025
2020,3,사상구,40대,3456
2020,3,사상구,50대,4214
2020,3,사상구,60대,2505
2020,3,사상구,70대,1558
2020,3,사하구,10대,3909
2020,3,사하구,20대,2779
2020,3,사하구,30대,2958
2020,3,사하구,40대,3321
2020,3,사하구,50대,3742
2020,3,사하구,60대,2517
2020,3,사하구,70대,1781
2020,3,서구,10대,1202
2020,3,서구,20대,1119
2020,3,서구,30대,1137
2020,3,서구,40대,1382
2020,3,서구,50대,1651
2020,3,서구,60대,1364
2020,3,서구,70대,1241
2020,3,수영구,10대,2737
2020,3,수영구,20대,2335
2020,3,수영구,30대,2623
2020,3,수영구,40대,2735
2020,3,수영구,50대,3018
2020,3,수영구,60대,2511
2020,3,수영구,70대,1965
2020,3,연제구,10대,3076
2020,3,연제구,20대,2224
2020,3,연제구,30대,2571
2020,3,연제구,40대,3018
2020,3,연제구,50대,3144
2020,3,연제구,60대,2277
2020,3,연제구,70대,1673
2020,3,영도구,10대,1686
2020,3,영도구,20대,1476
2020,3,영도구,30대,1353
2020,3,영도구,40대,1678
2020,3,영도구,50대,2030
2020,3,영도구,60대,1698
2020,3,영도구,70대,1501
2020,3,중구,10대,691
2020,3,중구,20대,1027
2020,3,중구,30대,1114
2020,3,중구,40대,1243
2020,3,중구,50대,1448
2020,3,중구,60대,1126
2020,3,중구,70대,856
2020,3,해운대구,10대,4870
2020,3,해운대구,20대,3035
2020,3,해운대구,30대,3438
2020,3,해운대구,40대,4354
2020,3,해운대구,50대,4132
2020,3,해운대구,60대,2685
2020,3,해운대구,70대,2140
2020,4,강서구,10대,2573
2020,4,강서구,20대,1934
2020,4,강서구,30대,3883
2020,4,강서구,40대,3364
2020,4,강서구,50대,3109
2020,4,강서구,60대,1839
2020,4,강서구,70대,995
2020,4,금정구,10대,2461
2020,4,금정구,20대,2591
2020,4,금정구,30대,1867
2020,4,금정구,40대,2246
2020,4,금정구,50대,2698
2020,4,금정구,60대,1985
2020,4,금정구,70대,1511
2020,4,기장군,10대,7354
2020,4,기장군,20대,3300
2020,4,기장군,30대,6332
2020,4,기장군,40대,5975
2020,4,기장군,50대,5047
2020,4,기장군,60대,3560
2020,4,기장군,70대,2823
2020,4,남구,10대,3041
2020,4,남구,20대,2426
2020,4,남구,30대,2166
2020,4,남구,40대,2634
2020,4,남구,50대,2631
2020,4,남구,60대,2040
2020,4,남구,70대,1623
2020,4,동구,10대,952
2020,4,동구,20대,943
2020,4,동구,30대,1161
2020,4,동구,40대,1319
2020,4,동구,50대,1548
2020,4,동구,60대,1277
2020,4,동구,70대,1077
2020,4,동래구,10대,3881
2020,4,동래구,20대,2668
2020,4,동래구,30대,2791
2020,4,동래구,40대,3430
2020,4,동래구,50대,3662
2020,4,동래구,60대,2713
2020,4,동래구,70대,1996
2020,4,부산진구,10대,3220
2020,4,부산진구,20대,3218
2020,4,부산진구,30대,2990
2020,4,부산진구,40대,3076
2020,4,부산진구,50대,3374
2020,4,부산진구,60대,2468
2020,4,부산진구,70대,1955
2020,4,북구,10대,4348
2020,4,북구,20대,3113
2020,4,북구,30대,2878
2020,4,북구,40대,3608
2020,4,북구,50대,4081
2020,4,북구,60대,2515
2020,4,북구,70대,1785
2020,4,사상구,10대,3538
2020,4,사상구,20대,3195
2020,4,사상구,30대,3049
2020,4,사상구,40대,3483
2020,4,사상구,50대,4218
2020,4,사상구,60대,2517
2020,4,사상구,70대,1571
2020,4,사하구,10대,4012
2020,4,사하구,20대,2794
2020,4,사하구,30대,2971
2020,4,사하구,40대,3352
2020,4,사하구,50대,3765
2020,4,사하구,60대,2552
2020,4,사하구,70대,1804
2020,4,서구,10대,1252
2020,4,서구,20대,1156
2020,4,서구,30대,1157
2020,4,서구,40대,1392
2020,4,서구,50대,1662
2020,4,서구,60대,1394
2020,4,서구,70대,1257
2020,4,수영구,10대,2771
2020,4,수영구,20대,2414
2020,4,수영구,30대,2663
2020,4,수영구,40대,2750
2020,4,수영구,50대,3027
2020,4,수영구,60대,2527
2020,4,수영구,70대,1975
2020,4,연제구,10대,3186
2020,4,연제구,20대,2234
2020,4,연제구,30대,2609
2020,4,연제구,40대,3045
2020,4,연제구,50대,3166
2020,4,연제구,60대,2313
2020,4,연제구,70대,1702
2020,4,영도구,10대,1732
2020,4,영도구,20대,1507
2020,4,영도구,30대,1352
2020,4,영도구,40대,1680
2020,4,영도구,50대,2031
2020,4,영도구,60대,1692
2020,4,영도구,70대,1499
2020,4,중구,10대,731
2020,4,중구,20대,1066
2020,4,중구,30대,1158
2020,4,중구,40대,1285
2020,4,중구,50대,1501
2020,4,중구,60대,1160
2020,4,중구,70대,886
2020,4,해운대구,10대,4998
2020,4,해운대구,20대,3050
2020,4,해운대구,30대,3502
2020,4,해운대구,40대,4367
2020,4,해운대구,50대,4104
2020,4,해운대구,60대,2688
2020,4,해운대구,70대,2126
2020,5,강서구,10대,2541
2020,5,강서구,20대,1854
2020,5,강서구,30대,3711
2020,5,강서구,40대,3162
2020,5,강서구,50대,2950
2020,5,강서구,60대,1742
2020,5,강서구,70대,973
2020,5,금정구,10대,2478
2020,5,금정구,20대,2554
2020,5,금정구,30대,1865
2020,5,금정구,40대,2221
2020,5,금정구,50대,2658
2020,5,금정구,60대,1927
2020,5,금정구,70대,1472
2020,5,기장군,10대,7649
2020,5,기장군,20대,3423
2020,5,기장군,30대,6492
2020,5,기장군,40대,6138
2020,5,기장군,50대,5160
2020,5,기장군,60대,3601
2020,5,기장군,70대,2866
2020,5,남구,10대,3020
2020,5,남구,20대,2402
2020,5,남구,30대,2167
2020,5,남구,40대,2582
2020,5,남구,50대,2611
2020,5,남구,60대,1982
2020,5,남구,70대,1598
2020,5,동구,10대,981
2020,5,동구,20대,963
2020,5,동구,30대,1164
2020,5,동구,40대,1321
2020,5,동구,50대,1545
2020,5,동구,60대,1269
2020,5,동구,70대,1074
2020,5,동래구,10대,3909
2020,5,동래구,20대,2668
2020,5,동래구,30대,2803
2020,5,동래구,40대,3424
2020,5,동래구,50대,3677
2020,5,동래구,60대,2670
2020,5,동래구,70대,1985
2020,5,부산진구,10대,3268
2020,5,부산진구,20대,3269
2020,5,부산진구,30대,2996
2020,5,부산진구,40대,3070
2020,5,부산진구,50대,3350
2020,5,부산진구,60대,2427
2020,5,부산진구,70대,1946
2020,5,북구,10대,4392
2020,5,북구,20대,3164
2020,5,북구,30대,2897
2020,5,북구,40대,3585
2020,5,북구,50대,4054
2020,5,북구,60대,2476
2020,5,북구,70대,1768
2020,5,사상구,10대,3532
2020,5,사상구,20대,3211
2020,5,사상구,30대,3042
2020,5,사상구,40대,3454
2020,5,사상구,50대,4176
2020,5,사상구,60대,2490
2020,5,사상구,70대,1572
2020,5,사하구,10대,3983
2020,5,사하구,20대,2750
2020,5,사하구,30대,2920
2020,5,사하구,40대,3296
2020,5,사하구,50대,3676
2020,5,사하구,60대,2463
2020,5,사하구,70대,1756
2020,5,서구,10대,1279
2020,5,서구,20대,1137
2020,5,서구,30대,1150
2020,5,서구,40대,1382
2020,5,서구,50대,1652
2020,5,서구,60대,1367
2020,5,서구,70대,1228
2020,5,수영구,10대,2788
2020,5,수영구,20대,2464
2020,5,수영구,30대,2677
2020,5,수영구,40대,2735
2020,5,수영구,50대,3002
2020,5,수영구,60대,2463
2020,5,수영구,70대,1939
2020,5,연제구,10대,3195
2020,5,연제구,20대,2263
2020,5,연제구,30대,2573
2020,5,연제구,40대,2995
2020,5,연제구,50대,3149
2020,5,연제구,60대,2264
